,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
76,Russia,Russia,T-72B Obr. 1989,abandoned,https://i.postimg.cc/CLJ0n115/490.png,5,72,4,7-5724,03/26/2022
94,Russia,Russia,T-72B3,destroyed,https://twitter.com/UAWeapons/status/1507383319557820422,6,89,1,7-6891,03/26/2022
219,Russia,Russia,T-80U,damaged,https://i.postimg.cc/fbf34Qs1/331f.jpg,9,206,2,7-92062,03/26/2022
220,Russia,Russia,T-80U,captured,https://i.postimg.cc/fbf34Qs1/331f.jpg,9,206,3,7-92063,03/26/2022
340,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/d14vc0zg/412.png,18,323,1,7-183231,03/26/2022
409,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/25LrRT0N/159.png,18,391,3,7-183913,03/26/2022
492,Russia,Russia,Unknown BTR-80/BTR-82A,destroyed,https://twitter.com/UAWeapons/status/1507114939764420620,35,468,1,7-354681,03/26/2022
513,Russia,Russia,Unknown AFV,destroyed,https://twitter.com/UAWeapons/status/1506665767206592516,36,489,1,7-364891,03/26/2022
514,Russia,Russia,Unknown AFV,destroyed,https://twitter.com/UAWeapons/status/1507039393378410497,36,490,1,7-364901,03/26/2022
596,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/KvkpxVnz/t4.jpg,38,571,1,7-385711,03/26/2022
597,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/HnJzWc8K/t5.jpg,38,572,1,7-385721,03/26/2022
598,Russia,Soviet Union,BMP-2,destroyed,https://postlmg.cc/QBJKb6cy,38,573,1,7-385731,03/26/2022
599,Russia,Soviet Union,BMP-2,destroyed,https://twitter.com/UAWeapons/status/1506665767206592516,38,489,1,7-384891,03/26/2022
644,Russia,Soviet Union,BMP-2,captured,https://i.postimg.cc/LX2GsTmW/66556.jpg,38,612,3,7-386123,03/26/2022
706,Russia,Soviet Union,-BMD 2.00,destroyed,https://twitter.com/UAWeapons/status/1507390761100353540,41,672,1,7-416721,03/26/2022
783,Russia,Russia,BTR-82A,destroyed,https://i.postimg.cc/XJFBcP12/33f.png,43,746,1,7-437461,03/26/2022
