,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
16,Russia,Russia,T-72B3M,abandoned,https://i.postimg.cc/c6ysfCQt/c9.png,4,15,2,NA,03/01/2022
19,Russia,Russia,T-72B3M,abandoned,https://i.postimg.cc/wjD6MWHq/ff47.png,4,18,2,NA,03/01/2022
27,Russia,Russia,T-80U,destroyed,https://i.postimg.cc/NM9ys7Kt/c8.png,6,26,1,NA,03/01/2022
28,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/zBWcnK9S/n546.png,6,27,2,NA,03/01/2022
29,Russia,Russia,T-80U,destroyed,https://i.postimg.cc/zBWcnK9S/n546.png,6,27,1,NA,03/01/2022
31,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/8Ck7L8Zk/m88.png,6,29,2,NA,03/01/2022
32,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/L6bcSj1H/77633.png,6,30,2,NA,03/01/2022
33,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/Y0bvnMbC/l8.png,6,31,2,NA,03/01/2022
34,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/6pZrMGJj/5554.png,6,32,2,NA,03/01/2022
35,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/fT1zwVth/l2.png,6,33,2,NA,03/01/2022
36,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/Kjw2vWY5/l3.png,6,34,2,NA,03/01/2022
39,Russia,Russia,T-80UD,abandoned,https://i.postimg.cc/2Src3YPH/b67.png,7,37,2,NA,03/01/2022
40,Russia,Russia,T-80UD,destroyed,https://i.postimg.cc/2Src3YPH/b67.png,7,37,1,NA,03/01/2022
63,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/BbNYQPQc/hh6.png,12,60,4,NA,03/01/2022
64,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/sx950sSB/Screenshot-8457.png,12,61,4,NA,03/01/2022
68,Russia,Soviet Union,MT-LBu,abandoned,https://i.postimg.cc/gc14s4Fb/a2.png,14,65,2,NA,03/01/2022
69,Russia,Soviet Union,MT-LBu,abandoned,https://i.postimg.cc/sgntV80G/44fss.png,14,66,2,NA,03/01/2022
84,Russia,Russia,Unknown AFV,destroyed,https://i.postimg.cc/Fs4CpZw6/665h.png,20,81,1,NA,03/01/2022
85,Russia,Soviet Union,BMP-1P,captured,https://i.postimg.cc/02K6dR7P/ff4k.png,21,82,4,NA,03/01/2022
102,Russia,Soviet Union,BMP-2,abandoned,https://i.postimg.cc/MGgQyPNn/ff22.png,22,96,2,NA,03/01/2022
122,Russia,Soviet Union,-BMD 2.00,captured,https://i.postimg.cc/bJrQTfV9/874.png,24,113,4,NA,03/01/2022
128,Russia,Russia,BTR-82A,destroyed,https://i.postimg.cc/T2mBfj1J/3rr.png,26,119,1,NA,03/01/2022
132,Russia,Russia,BTR-82A,abandoned,https://i.postimg.cc/25DqyNfS/55448.png,26,123,2,NA,03/01/2022
138,Russia,Russia,BTR-82A,captured,https://i.postimg.cc/jdHxdgRs/44f.png,26,127,4,NA,03/01/2022
171,Russia,Russia,GAZ Tigr-M with Arbalet-DM turret,destroyed,https://i.postimg.cc/d3jBDjhh/Screenshot-8448.png,31,159,1,NA,03/01/2022
173,Russia,Russia,Iveco LMV 'Rys',destroyed,https://i.postimg.cc/fyNCwrR4/Screenshot-8447.png,32,161,1,NA,03/01/2022
174,Russia,Russia,Iveco LMV 'Rys',abandoned,https://i.postimg.cc/sDCqXTNg/Screenshot-8445.png,32,162,2,NA,03/01/2022
179,Russia,Russia,Unknown communications station,destroyed,https://i.postimg.cc/43B99JVP/57.png,35,166,1,NA,03/01/2022
180,Russia,Soviet Union,UR-77 'Meterorit',abandoned,https://i.postimg.cc/rppvJs6P/jj.jpg,36,167,2,NA,03/01/2022
184,Russia,Soviet Union,TMM-3 bridge layer,damaged,https://i.postimg.cc/85dm6pjK/44565.png,39,171,3,NA,03/01/2022
