"","country","origin","system","status","url","sysID","imageID","statusID","matID","Date"
"2","Russia","Soviet Union","T-64BV","destroyed","https://i.postimg.cc/vTVpDRV2/4fhh.png",1,2,1,"7-121","2022-03-17"
"3","Russia","Soviet Union","T-64BV","destroyed","https://i.postimg.cc/nLkXCgJk/5gk.png",1,3,1,"7-131","2022-03-17"
"20","Russia","Soviet Union","T-72B","destroyed","https://i.postimg.cc/1z0hr1Ck/5gg.png",4,20,1,"7-4201","2022-03-17"
"27","Russia","Soviet Union","T-72B","destroyed","https://i.postimg.cc/1z9rmbky/6r.png",4,26,1,"7-4261","2022-03-17"
"56","Russia","Soviet Union","T-72B","captured","https://i.postimg.cc/BQx2ch5r/c5.jpg",4,52,3,"7-4523","2022-03-17"
"57","Russia","Soviet Union","T-72B","captured","https://i.postimg.cc/PfvWNfCr/c6.jpg",4,53,3,"7-4533","2022-03-17"
"59","Russia","Russia","T-72B Obr. 1989","destroyed","https://i.postimg.cc/RhMrhxYT/90.png",5,55,1,"7-5551","2022-03-17"
"69","Russia","Russia","T-72B3","destroyed","https://i.postimg.cc/XvVJCqzR/47.png",6,65,1,"7-6651","2022-03-17"
"80","Russia","Russia","T-72B3","captured","https://i.postimg.cc/W41KwNnF/890.png",6,76,3,"7-6763","2022-03-17"
"143","Russia","Soviet Union","T-80BV","destroyed","https://postlmg.cc/3dqkYgPh",8,136,1,"7-81361","2022-03-17"
"149","Russia","Soviet Union","T-80BV","captured","https://i.postimg.cc/PJNCD1GN/335.png",8,142,3,"7-81423","2022-03-17"
"237","Russia","Russia","Unknown tank","destroyed","https://i.postimg.cc/WbHRhP82/89.png",13,224,1,"7-132241","2022-03-17"
"264","Russia","Soviet Union","MT-LB","destroyed","https://i.postimg.cc/RZ2hwWLF/3d5.png",16,251,1,"7-162511","2022-03-17"
"265","Russia","Soviet Union","MT-LB","destroyed","https://i.postimg.cc/tR5r7YLG/4f.png",16,252,1,"7-162521","2022-03-17"
"266","Russia","Soviet Union","MT-LB","destroyed","https://i.postimg.cc/Hn8wz5qv/51.png",16,253,1,"7-162531","2022-03-17"
"267","Russia","Soviet Union","MT-LB","destroyed","https://i.postimg.cc/23p4Kymk/t5.png",16,254,1,"7-162541","2022-03-17"
"335","Russia","Soviet Union","MT-LBu","captured","https://i.postimg.cc/zvT9vXFV/4ff.png",20,321,3,"7-203213","2022-03-17"
"348","Russia","Soviet Union","9P149 Shturm-S ATGM carrier","captured","https://i.postimg.cc/5N0Bfk9M/4gd.png",25,334,3,"7-253343","2022-03-17"
"362","Russia","Russia","P-260-U signal vehicle (for Redut-2US signal and communications system)","captured","https://i.postimg.cc/LsRkdZpb/57.png",29,346,3,"7-293463","2022-03-17"
"374","Russia","Russia","Unknown BTR-80/BTR-82A","destroyed","https://i.postimg.cc/brQwkgCy/h5.jpg",32,358,1,"7-323581","2022-03-17"
"375","Russia","Russia","Unknown BTR-80/BTR-82A","destroyed","https://i.postimg.cc/J7Jnf71f/h6.jpg",32,359,1,"7-323591","2022-03-17"
"388","Russia","Russia","Unknown AFV","abandoned","https://i.postimg.cc/Y965xPHs/67.jpg",33,372,4,"7-333724","2022-03-17"
"397","Russia","Soviet Union","BMP-1(P)","destroyed","https://i.postimg.cc/5N6p21Lx/3g.png",34,381,1,"7-343811","2022-03-17"
"399","Russia","Soviet Union","BMP-1(P)","destroyed","https://i.postimg.cc/zvqgGh3y/65.png",34,383,1,"7-343831","2022-03-17"
"407","Russia","Soviet Union","BMP-1(P)","captured","https://i.postimg.cc/Z5SQKHzb/32.png",34,390,3,"7-343903","2022-03-17"
"440","Russia","Soviet Union","BMP-2","destroyed","https://i.postimg.cc/NFmgtZsB/3d1.png",35,423,1,"7-354231","2022-03-17"
"443","Russia","Soviet Union","BMP-2","destroyed","https://i.postimg.cc/Jzh9cSf0/313.png",35,426,1,"7-354261","2022-03-17"
"519","Russia","Soviet Union","BMD-2","destroyed","https://i.postimg.cc/d04549yB/68.png",38,495,1,"7-384951","2022-03-17"
"520","Russia","Soviet Union","BMD-2","destroyed","https://i.postimg.cc/LsgdF0Fx/37.png",38,496,1,"7-384961","2022-03-17"
"527","Russia","Soviet Union","BMD-2","abandoned","https://i.postimg.cc/5NVXwfjS/350.png",38,502,4,"7-385024","2022-03-17"
"568","Russia","Russia","BMD-4M","captured","https://i.postimg.cc/V6GCvp8t/cn.jpg",39,541,3,"7-395413","2022-03-17"
"583","Russia","Russia","BTR-82A","destroyed","https://i.postimg.cc/9FfLxHM6/bk.jpg",40,556,1,"7-405561","2022-03-17"
"584","Russia","Russia","BTR-82A","destroyed","https://i.postimg.cc/7h7n7vr5/466.jpg",40,557,1,"7-405571","2022-03-17"
"594","Russia","Russia","BTR-82A","abandoned","https://i.postimg.cc/MTnD6Msb/45.jpg",40,566,4,"7-405664","2022-03-17"
"604","Russia","Russia","BTR-82A","captured","https://i.postimg.cc/fLkJ1YHZ/578.png",40,574,3,"7-405743","2022-03-17"
"645","Russia","Soviet Union","BTR-80","captured","https://i.postimg.cc/fTH27N6P/5t.png",42,613,3,"7-426133","2022-03-17"
"703","Russia","Russia","GAZ Tigr-M","destroyed","https://i.postimg.cc/T2VQ9q6W/d1.png",48,669,1,"7-486691","2022-03-17"
"704","Russia","Russia","GAZ Tigr-M","destroyed","https://i.postimg.cc/WzBJPSzg/460.png",48,670,1,"7-486701","2022-03-17"
"707","Russia","Russia","GAZ Tigr-M","damaged","https://i.postimg.cc/vZRf920n/t1.jpg",48,673,2,"7-486732","2022-03-17"
"708","Russia","Russia","GAZ Tigr-M","abandoned","https://i.postimg.cc/vZRf920n/t1.jpg",48,673,4,"7-486734","2022-03-17"
"709","Russia","Russia","GAZ Tigr-M","damaged","https://i.postimg.cc/qv8nGcF5/t2.jpg",48,674,2,"7-486742","2022-03-17"
"710","Russia","Russia","GAZ Tigr-M","abandoned","https://i.postimg.cc/qv8nGcF5/t2.jpg",48,674,4,"7-486744","2022-03-17"
"711","Russia","Russia","GAZ Tigr-M","damaged","https://i.postimg.cc/25GZskrd/t3.jpg",48,675,2,"7-486752","2022-03-17"
"712","Russia","Russia","GAZ Tigr-M","abandoned","https://i.postimg.cc/25GZskrd/t3.jpg",48,675,4,"7-486754","2022-03-17"
"726","Russia","Russia","GAZ Tigr-M","captured","https://i.postimg.cc/L5KZcNnf/ty.png",48,689,3,"7-486893","2022-03-17"
"732","Russia","Italy","Iveco LMV 'Rys'","destroyed","https://i.postimg.cc/xdpdGc9Z/i1.jpg",49,695,1,"7-496951","2022-03-17"
"733","Russia","Italy","Iveco LMV 'Rys'","destroyed","https://i.postimg.cc/ydwY5tgX/i2.jpg",49,696,1,"7-496961","2022-03-17"
"734","Russia","Italy","Iveco LMV 'Rys'","destroyed","https://i.postimg.cc/wxmBJqZW/i3.jpg",49,697,1,"7-496971","2022-03-17"
"735","Russia","Italy","Iveco LMV 'Rys'","destroyed","https://i.postimg.cc/3xnr7d0w/i4.jpg",49,698,1,"7-496981","2022-03-17"
"736","Russia","Italy","Iveco LMV 'Rys'","destroyed","https://i.postimg.cc/BQmRnDpR/770.png",49,699,1,"7-496991","2022-03-17"
