,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
4,Russia,Soviet Union,T-72A,destroyed,https://i.postimg.cc/pdJJKX3H/fss.jpg,2,4,3,7-243,03/11/2022
8,Russia,Soviet Union,T-72A,captured,https://i.postimg.cc/j283Hqqn/3d1d.png,2,8,2,7-282,03/11/2022
9,Russia,Soviet Union,T-72A,captured,https://i.postimg.cc/zBdwP2J2/fs.jpg,2,9,2,7-292,03/11/2022
10,Russia,Soviet Union,T-72AV,destroyed,https://i.postimg.cc/QN5N4k84/431fp.png,3,10,3,7-3103,03/11/2022
21,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/vZjNQXwg/3d16.png,4,20,3,7-4203,03/11/2022
28,Russia,Soviet Union,T-72B,abandoned,https://i.postimg.cc/QCL5TQsB/d24.png,4,26,4,7-4264,03/11/2022
29,Russia,Soviet Union,T-72B,abandoned,https://i.postimg.cc/KzgLWJ4m/341.png,4,27,4,7-4274,03/11/2022
41,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/tCwv2JJQ/354.png,4,39,2,7-4392,03/11/2022
42,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/7hvdbLzy/5422.jpg,4,40,2,7-4402,03/11/2022
43,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/WzC3dgn1/d1d.jpg,4,41,2,7-4412,03/11/2022
44,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/KYj8D0H8/r3.jpg,4,42,2,7-4422,03/11/2022
45,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/XJyNTp3M/r4.jpg,4,43,2,7-4432,03/11/2022
46,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/2j7N340c/23f.jpg,4,44,2,7-4442,03/11/2022
49,Russia,Russia,T-72B Obr. 1989,abandoned,https://i.postimg.cc/6qVQKzjC/4t.png,5,47,4,7-5474,03/11/2022
57,Russia,Russia,T-72B3,abandoned,https://i.postimg.cc/9Q0cgWhd/3dh0.png,6,55,4,7-6554,03/11/2022
