"","system","country","origin","status","url","class","Date"
"111","KamAZ 6x6",NA,"Russia","damaged","https://web.archive.org/web/20220227175728/https://i.postimg.cc/kGnW3KWg/880.png","Communications Stations","02/27/2022"
"112","KamAZ 6x6",NA,"Russia","abandoned","https://web.archive.org/web/20220227175728/https://i.postimg.cc/bNQBNBGY/Screenshot-8285.png","Communications Stations","02/27/2022"
"113","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220227175728/https://postimg.cc/rd1xVtNS","Communications Stations","02/27/2022"
"114","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220227175728/https://i.postimg.cc/nzgFHwH3/Screenshot-8211.png","Communications Stations","02/27/2022"
"115","KamAZ 6x6",NA,"Russia","abandoned","https://web.archive.org/web/20220227175728/https://i.postimg.cc/Pq6cnvCm/Screenshot-8284.png","Communications Stations","02/27/2022"
"116","KamAZ 6x6",NA,"Russia","captured","https://web.archive.org/web/20220227175728/https://i.postimg.cc/YSQ2ps72/r2.png","Communications Stations","02/27/2022"
"117","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220227175728/https://postimg.cc/5QNwkNv8","Communications Stations","02/27/2022"
"118","KamAZ 6x6",NA,"Russia","abandoned","https://web.archive.org/web/20220227175728/https://postimg.cc/CznZMqFz","Communications Stations","02/27/2022"
"119","KamAZ 6x6",NA,"Russia","abandoned","https://web.archive.org/web/20220227175728/https://i.postimg.cc/RFmCkffg/Screenshot-8273.png","Communications Stations","02/27/2022"
"120","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220227175728/https://postimg.cc/KRCMt59P","Communications Stations","02/27/2022"
"121","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220227175728/https://i.postimg.cc/gkPg5HgC/Screenshot-8289.png","Communications Stations","02/27/2022"
"122","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220227175728/https://i.postimg.cc/kXvznpZN/v7.png","Communications Stations","02/27/2022"
"123","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220227175728/https://i.postimg.cc/zfp7Rm55/Screenshot-8276.png","Communications Stations","02/27/2022"
