"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight"
"1",55.58772,51.95125,315.51,0.44,0.62,2022-04-27,5,1,"VIIRS","n","2.0NRT",281.2,1.11,"N"
"2",55.60458,51.9038,309.9,0.44,0.62,2022-04-27,5,1,"VIIRS","n","2.0NRT",281,1.04,"N"
"3",55.60114,51.93269,302.79,0.44,0.62,2022-04-27,5,1,"VIIRS","n","2.0NRT",280.37,1.46,"N"
"4",55.60819,51.93203,301.22,0.44,0.62,2022-04-27,5,1,"VIIRS","n","2.0NRT",281.32,1.77,"N"
"5",55.60886,51.94938,300.29,0.44,0.62,2022-04-27,5,1,"VIIRS","n","2.0NRT",281.95,1.2,"N"
"6",60.68764,29.59656,296.97,0.45,0.39,2022-04-27,5,1,"VIIRS","n","2.0NRT",268.29,0.67,"N"
"7",54.44391,54.65187,308.69,0.6,0.71,2022-04-27,5,1,"VIIRS","n","2.0NRT",275.49,2.16,"N"
"8",54.44796,54.65801,295.21,0.6,0.71,2022-04-27,5,1,"VIIRS","n","2.0NRT",270.21,1.75,"N"
"9",54.44255,54.65166,301.95,0.6,0.71,2022-04-27,5,1,"VIIRS","n","2.0NRT",276.14,2.3,"N"
"10",55.50595,51.56993,299.88,0.43,0.62,2022-04-27,5,1,"VIIRS","n","2.0NRT",280.22,1.09,"N"
"11",55.50519,51.55289,304.27,0.43,0.62,2022-04-27,5,1,"VIIRS","n","2.0NRT",279.85,1.14,"N"
"12",55.44761,50.90596,311.18,0.41,0.61,2022-04-27,5,1,"VIIRS","n","2.0NRT",279.27,0.78,"N"
"13",55.44567,50.91158,297.51,0.41,0.61,2022-04-27,5,1,"VIIRS","n","2.0NRT",279.84,0.78,"N"
"14",55.44374,50.91719,299.99,0.41,0.61,2022-04-27,5,1,"VIIRS","n","2.0NRT",279.04,0.96,"N"
"15",55.44179,50.92283,306.66,0.41,0.61,2022-04-27,5,1,"VIIRS","n","2.0NRT",279.47,0.96,"N"
"16",55.44085,50.90648,313.49,0.41,0.61,2022-04-27,5,1,"VIIRS","n","2.0NRT",278.78,1.89,"N"
"17",55.43891,50.91211,313.34,0.41,0.61,2022-04-27,5,1,"VIIRS","n","2.0NRT",279.33,2.14,"N"
"18",55.44717,50.90972,306.39,0.41,0.61,2022-04-27,5,1,"VIIRS","n","2.0NRT",280.91,2.65,"N"
"19",55.44332,50.92104,311.93,0.41,0.61,2022-04-27,5,1,"VIIRS","n","2.0NRT",279.68,1.68,"N"
"20",55.44043,50.91026,321.19,0.41,0.61,2022-04-27,5,1,"VIIRS","n","2.0NRT",279.18,1.68,"N"
"21",55.43851,50.91592,308.37,0.41,0.61,2022-04-27,5,1,"VIIRS","n","2.0NRT",279.21,1.68,"N"
"22",55.42208,50.79104,307.48,0.41,0.61,2022-04-27,5,1,"VIIRS","n","2.0NRT",279.49,1.81,"N"
"23",55.42017,50.79664,310.62,0.41,0.61,2022-04-27,5,1,"VIIRS","n","2.0NRT",280.55,1.94,"N"
"24",60.17162,16.9561,297.06,0.37,0.58,2022-04-27,5,1,"VIIRS","n","2.0NRT",265.3,0.48,"N"
"25",59.38487,28.46121,305.38,0.46,0.39,2022-04-27,5,1,"VIIRS","n","2.0NRT",272.69,1.44,"N"
"26",65.76924,24.19152,338.76,0.48,0.48,2022-04-27,5,1,"VIIRS","n","2.0NRT",270.64,9.15,"N"
"27",60.4612,29.63953,325.73,0.45,0.39,2022-04-27,5,1,"VIIRS","n","2.0NRT",271.17,4.89,"N"
"28",55.56392,51.93502,310.76,0.44,0.62,2022-04-27,5,1,"VIIRS","n","2.0NRT",280.51,1.5,"N"
"29",55.59558,51.90287,298.86,0.44,0.62,2022-04-27,5,1,"VIIRS","n","2.0NRT",280.65,1.61,"N"
"30",58.35499,60.07959,296.99,0.59,0.7,2022-04-27,5,1,"VIIRS","n","2.0NRT",274.92,1.23,"N"
"31",55.5858,51.95024,319.03,0.44,0.62,2022-04-27,5,1,"VIIRS","n","2.0NRT",281.55,1.79,"N"
"32",55.6025,51.90249,307.13,0.44,0.62,2022-04-27,5,1,"VIIRS","n","2.0NRT",281.45,1.37,"N"
