"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight"
"1",19.41111,-155.28584,347.17,0.69,0.74,2022-03-02,28,1,"VIIRS","n","2.0NRT",305.25,18.9,"D"
"2",19.40368,-155.2921,338.45,0.69,0.74,2022-03-02,28,1,"VIIRS","n","2.0NRT",305.06,23.64,"D"
"3",19.40427,-155.28474,347.6,0.69,0.74,2022-03-02,28,1,"VIIRS","n","2.0NRT",310.83,18.9,"D"
"4",66.52176,77.1117,321.61,0.73,0.76,2022-03-02,49,1,"VIIRS","n","2.0NRT",252.99,4,"N"
"5",66.75391,77.26045,367,0.71,0.75,2022-03-02,49,1,"VIIRS","h","2.0NRT",253.6,10.28,"N"
"6",66.95195,75.54681,323.49,0.66,0.73,2022-03-02,49,1,"VIIRS","n","2.0NRT",257.11,63.38,"N"
"7",66.66573,80.45944,367,0.77,0.77,2022-03-02,49,1,"VIIRS","h","2.0NRT",255.1,19.48,"N"
"8",66.28175,78.7451,347.84,0.79,0.78,2022-03-02,49,1,"VIIRS","n","2.0NRT",255.54,9.25,"N"
"9",70.9183,74.76083,323.63,0.36,0.57,2022-03-02,49,1,"VIIRS","n","2.0NRT",249.69,1.57,"N"
"10",66.95757,75.54066,367,0.66,0.73,2022-03-02,49,1,"VIIRS","h","2.0NRT",257.62,72.92,"N"
"11",68.57243,80.31767,347.62,0.58,0.69,2022-03-02,49,1,"VIIRS","n","2.0NRT",253.96,6.97,"N"
"12",68.57154,80.32639,336.23,0.58,0.69,2022-03-02,49,1,"VIIRS","n","2.0NRT",254.28,5.17,"N"
"13",70.5013,68.3643,334.65,0.33,0.55,2022-03-02,52,1,"VIIRS","n","2.0NRT",246.49,2.25,"N"
"14",59.04824,52.31931,330.44,0.74,0.76,2022-03-02,54,1,"VIIRS","n","2.0NRT",258.05,15.03,"N"
"15",59.04873,52.32113,342.86,0.74,0.76,2022-03-02,54,1,"VIIRS","n","2.0NRT",258.35,7.9,"N"
"16",59.04404,52.3306,320.59,0.74,0.76,2022-03-02,54,1,"VIIRS","n","2.0NRT",260.09,7.9,"N"
"17",65.76799,24.18715,335.97,0.4,0.37,2022-03-02,54,1,"VIIRS","n","2.0NRT",272.97,3.54,"N"
"18",65.76477,24.18447,328,0.4,0.37,2022-03-02,54,1,"VIIRS","n","2.0NRT",272.89,3.54,"N"
"19",65.76682,24.19546,305.81,0.4,0.37,2022-03-02,54,1,"VIIRS","n","2.0NRT",271.32,2.06,"N"
"20",65.56406,22.21383,309.91,0.41,0.37,2022-03-02,56,1,"VIIRS","n","2.0NRT",271.52,1.49,"N"
"21",65.56294,22.22253,298.08,0.41,0.37,2022-03-02,56,1,"VIIRS","n","2.0NRT",271.2,0.8,"N"
"22",65.55964,22.22005,295.39,0.41,0.37,2022-03-02,56,1,"VIIRS","n","2.0NRT",268.32,0.8,"N"
"23",64.64496,24.42872,311.28,0.39,0.36,2022-03-02,56,1,"VIIRS","n","2.0NRT",271.16,1.19,"N"
"24",64.66286,21.27446,300.85,0.42,0.37,2022-03-02,56,1,"VIIRS","n","2.0NRT",270.36,1.07,"N"
"25",59.14262,37.82357,305.99,0.57,0.52,2022-03-02,56,1,"VIIRS","n","2.0NRT",265.77,1.91,"N"
