"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight"
"1",-4.51416,12.04918,300.01,0.35,0.56,2022-04-23,1,1,"VIIRS","n","2.0NRT",277.79,0.45,"N"
"2",-4.9241,11.37947,352.14,0.38,0.59,2022-04-23,1,1,"VIIRS","n","2.0NRT",270.99,1.9,"N"
"3",-4.92352,11.37605,296.88,0.38,0.59,2022-04-23,1,1,"VIIRS","n","2.0NRT",270.12,3.17,"N"
"4",-4.8818,12.04995,311.22,0.34,0.56,2022-04-23,1,1,"VIIRS","n","2.0NRT",281.85,0.49,"N"
"5",-4.89216,12.07952,300.19,0.34,0.56,2022-04-23,1,1,"VIIRS","n","2.0NRT",281.84,0.32,"N"
"6",-4.86105,12.02182,303.94,0.34,0.56,2022-04-23,1,1,"VIIRS","n","2.0NRT",282.67,3.98,"N"
"7",-4.86158,12.02487,367,0.34,0.56,2022-04-23,1,1,"VIIRS","h","2.0NRT",283.95,3.98,"N"
"8",-4.5189,11.41888,306.8,0.38,0.59,2022-04-23,1,1,"VIIRS","n","2.0NRT",281.6,0.72,"N"
"9",-4.5183,11.41543,306.17,0.38,0.59,2022-04-23,1,1,"VIIRS","n","2.0NRT",282.11,0.72,"N"
"10",-4.50955,12.04526,301.1,0.35,0.56,2022-04-23,1,1,"VIIRS","n","2.0NRT",278.22,5.96,"N"
"11",-4.51065,12.05158,322.48,0.35,0.56,2022-04-23,1,1,"VIIRS","n","2.0NRT",278.64,7.67,"N"
"12",-4.5101,12.04844,367,0.35,0.56,2022-04-23,1,1,"VIIRS","h","2.0NRT",278.4,5.96,"N"
"13",-4.51363,12.04599,299.23,0.35,0.56,2022-04-23,1,1,"VIIRS","n","2.0NRT",278.34,0.45,"N"
"14",-7.84606,12.11528,309.6,0.6,0.53,2022-04-23,1,1,"VIIRS","n","2.0NRT",286.76,11.59,"N"
"15",-7.8451,12.10983,340.31,0.6,0.53,2022-04-23,1,1,"VIIRS","n","2.0NRT",286.44,11.59,"N"
"16",-7.46128,11.57233,307.33,0.33,0.55,2022-04-23,1,1,"VIIRS","n","2.0NRT",283.93,1.8,"N"
"17",-7.46073,11.56932,314.74,0.33,0.55,2022-04-23,1,1,"VIIRS","n","2.0NRT",283.88,9,"N"
