"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight"
"1",21.50439,-158.09239,338.51,0.47,0.48,2022-03-03,9,1,"VIIRS","n","2.0NRT",297.24,9.58,"D"
"2",67.80296,72.51007,330.52,0.47,0.64,2022-03-03,32,1,"VIIRS","n","2.0NRT",250.19,5.58,"N"
"3",67.80286,72.5153,354.54,0.47,0.64,2022-03-03,32,1,"VIIRS","n","2.0NRT",257.66,16.41,"N"
"4",67.80655,72.50947,332.06,0.47,0.64,2022-03-03,32,1,"VIIRS","n","2.0NRT",249.68,16.41,"N"
"5",66.20418,70.98743,331.95,0.56,0.69,2022-03-03,32,1,"VIIRS","n","2.0NRT",254.49,10.96,"N"
"6",70.42493,68.36017,324.08,0.58,0.52,2022-03-03,32,1,"VIIRS","n","2.0NRT",245.35,3.59,"N"
"7",66.95514,75.53869,367,0.59,0.7,2022-03-03,32,1,"VIIRS","h","2.0NRT",252.08,22.4,"N"
"8",67.80606,72.52356,367,0.47,0.64,2022-03-03,32,1,"VIIRS","h","2.0NRT",254.9,22.87,"N"
"9",68.41942,83.6275,328.36,0.57,0.69,2022-03-03,32,1,"VIIRS","n","2.0NRT",240.73,14.17,"N"
"10",68.41455,83.63222,351.46,0.57,0.69,2022-03-03,32,1,"VIIRS","n","2.0NRT",251.08,19.51,"N"
"11",68.52625,79.96128,325.48,0.52,0.67,2022-03-03,32,1,"VIIRS","n","2.0NRT",243.6,2.24,"N"
"12",68.41444,83.62498,355.25,0.57,0.69,2022-03-03,32,1,"VIIRS","n","2.0NRT",252.34,22.95,"N"
"13",68.56974,80.318,347.77,0.52,0.67,2022-03-03,32,1,"VIIRS","n","2.0NRT",244.32,7.92,"N"
"14",67.8192,80.10479,340.93,0.58,0.7,2022-03-03,32,1,"VIIRS","n","2.0NRT",246.45,4.69,"N"
"15",67.83796,79.97171,327.03,0.58,0.7,2022-03-03,32,1,"VIIRS","n","2.0NRT",242.57,6.89,"N"
"16",67.84287,79.97824,330.75,0.58,0.7,2022-03-03,32,1,"VIIRS","n","2.0NRT",243.62,5.5,"N"
"17",66.66797,80.45849,342.35,0.7,0.75,2022-03-03,32,1,"VIIRS","n","2.0NRT",243.2,10.95,"N"
"18",66.66628,80.46497,340.22,0.7,0.75,2022-03-03,32,1,"VIIRS","n","2.0NRT",243.45,6.44,"N"
"19",66.66352,80.44893,322.8,0.7,0.75,2022-03-03,32,1,"VIIRS","n","2.0NRT",243.45,4.13,"N"
"20",66.19986,70.99416,353.93,0.56,0.69,2022-03-03,32,1,"VIIRS","n","2.0NRT",261.47,10.96,"N"
"21",68.615,57.96295,342.95,0.51,0.49,2022-03-03,34,1,"VIIRS","n","2.0NRT",262.35,5.18,"N"
"22",68.61815,57.97204,330.09,0.51,0.49,2022-03-03,34,1,"VIIRS","n","2.0NRT",261.71,3.46,"N"
"23",65.56642,22.2134,319,0.51,0.41,2022-03-03,37,1,"VIIRS","n","2.0NRT",270.87,3.09,"N"
"24",65.56168,22.22217,299.41,0.5,0.41,2022-03-03,37,1,"VIIRS","n","2.0NRT",269.09,1.3,"N"
"25",65.76738,24.19534,322.75,0.46,0.39,2022-03-03,37,1,"VIIRS","n","2.0NRT",272.23,4.66,"N"
"26",65.76492,24.18316,325.25,0.46,0.39,2022-03-03,37,1,"VIIRS","n","2.0NRT",272.25,4.66,"N"
"27",65.56515,22.21874,325.51,0.51,0.41,2022-03-03,37,1,"VIIRS","n","2.0NRT",271.33,3.33,"N"
