"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight"
"1",70.69102,23.59636,314.12,0.47,0.48,2022-04-21,16,1,"VIIRS","n","2.0NRT",270.52,2.44,"N"
"2",59.59294,60.59354,299.83,0.65,0.73,2022-04-21,16,1,"VIIRS","n","2.0NRT",271.44,1.15,"N"
"3",66.43146,56.6083,321.41,0.49,0.49,2022-04-21,16,1,"VIIRS","n","2.0NRT",266.23,6.69,"N"
"4",56.52738,56.66219,296.77,0.71,0.75,2022-04-21,18,1,"VIIRS","n","2.0NRT",268.3,0.5,"N"
"5",56.6028,57.0603,296.48,0.72,0.76,2022-04-21,18,1,"VIIRS","n","2.0NRT",270.51,0.93,"N"
"6",56.60425,57.0585,296.97,0.72,0.76,2022-04-21,18,1,"VIIRS","n","2.0NRT",270.59,0.99,"N"
"7",65.76729,24.18778,342.43,0.39,0.44,2022-04-21,18,1,"VIIRS","n","2.0NRT",277.34,4.2,"N"
"8",62.67266,43.40921,317.87,0.51,0.41,2022-04-21,18,1,"VIIRS","n","2.0NRT",266.91,2.13,"N"
"9",65.56583,22.2223,339.17,0.44,0.46,2022-04-21,18,1,"VIIRS","n","2.0NRT",275.55,5.84,"N"
"10",64.64523,24.4278,316.65,0.56,0.43,2022-04-21,18,1,"VIIRS","n","2.0NRT",276.59,2.7,"N"
"11",64.66589,21.28174,336.41,0.46,0.47,2022-04-21,18,1,"VIIRS","n","2.0NRT",278.18,5.94,"N"
"12",58.86887,57.55243,297.11,0.58,0.7,2022-04-21,18,1,"VIIRS","n","2.0NRT",269.76,0.99,"N"
"13",59.14711,56.86192,322.98,0.54,0.68,2022-04-21,18,1,"VIIRS","n","2.0NRT",268.74,2.02,"N"
"14",59.14402,56.86927,305.56,0.54,0.68,2022-04-21,18,1,"VIIRS","n","2.0NRT",268.75,2.02,"N"
"15",58.3956,58.33254,302.06,0.65,0.73,2022-04-21,18,1,"VIIRS","n","2.0NRT",271.99,1.4,"N"
"16",66.31028,14.17454,300.57,0.38,0.58,2022-04-21,18,1,"VIIRS","n","2.0NRT",273.64,0.97,"N"
"17",65.77132,24.1896,336.28,0.39,0.44,2022-04-21,18,1,"VIIRS","n","2.0NRT",274.08,4.2,"N"
"18",55.59903,51.90897,296.01,0.56,0.69,2022-04-21,18,1,"VIIRS","n","2.0NRT",272.65,1.03,"N"
"19",55.58457,51.94605,308.26,0.56,0.69,2022-04-21,18,1,"VIIRS","n","2.0NRT",272.39,1.75,"N"
"20",65.77066,24.19819,295.14,0.39,0.44,2022-04-21,18,1,"VIIRS","n","2.0NRT",272.16,2.56,"N"
"21",55.60173,51.90205,305.21,0.56,0.69,2022-04-21,18,1,"VIIRS","n","2.0NRT",272.61,1.03,"N"
"22",55.59906,51.90302,314.7,0.56,0.69,2022-04-21,18,1,"VIIRS","n","2.0NRT",273.09,1.46,"N"
"23",55.58695,51.95321,308.76,0.56,0.69,2022-04-21,18,1,"VIIRS","n","2.0NRT",273.53,1.33,"N"
"24",59.14679,56.85969,313.92,0.54,0.68,2022-04-21,18,1,"VIIRS","n","2.0NRT",268.39,2.34,"N"
"25",59.14369,56.86696,305.45,0.54,0.68,2022-04-21,18,1,"VIIRS","n","2.0NRT",268.97,2.78,"N"
"26",55.61142,51.95016,305.73,0.56,0.69,2022-04-21,18,1,"VIIRS","n","2.0NRT",273.97,1.55,"N"
"27",59.67398,43.39112,300.25,0.42,0.45,2022-04-21,18,1,"VIIRS","n","2.0NRT",270.77,0.87,"N"
"28",59.67666,43.4885,309.61,0.42,0.45,2022-04-21,18,1,"VIIRS","n","2.0NRT",270.2,1.49,"N"
"29",60.70829,42.62654,297.51,0.56,0.43,2022-04-21,18,1,"VIIRS","n","2.0NRT",268.42,0.97,"N"
"30",56.48298,56.23128,298.72,0.69,0.74,2022-04-21,18,1,"VIIRS","n","2.0NRT",269.95,1.11,"N"
"31",56.48374,56.2359,307.04,0.69,0.74,2022-04-21,18,1,"VIIRS","n","2.0NRT",269.57,1.45,"N"
"32",66.22435,31.45867,316.36,0.42,0.38,2022-04-21,18,1,"VIIRS","n","2.0NRT",271.96,1.55,"N"
"33",66.22771,31.4611,300.17,0.42,0.38,2022-04-21,18,1,"VIIRS","n","2.0NRT",271.86,1.55,"N"
"34",58.8714,57.55357,299.04,0.58,0.7,2022-04-21,18,1,"VIIRS","n","2.0NRT",269.47,1.04,"N"
"35",61.66165,40.26816,298.53,0.46,0.39,2022-04-21,18,1,"VIIRS","n","2.0NRT",267.59,1.02,"N"
"36",57.65994,28.61264,295.43,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",276.39,0.69,"N"
"37",56.05062,37.42693,295.05,0.53,0.42,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.86,0.72,"N"
"38",57.66644,28.91757,296.99,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.19,0.4,"N"
"39",57.67155,28.9065,295.71,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",276.34,0.36,"N"
"40",57.79335,28.05513,311,0.4,0.37,2022-04-21,20,1,"VIIRS","n","2.0NRT",273.22,1.44,"N"
"41",57.79608,28.0355,298.33,0.4,0.37,2022-04-21,20,1,"VIIRS","n","2.0NRT",272.37,0.72,"N"
"42",57.67479,28.90817,317.86,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",276.68,1.36,"N"
"43",57.39457,32.31007,310.31,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.66,1.13,"N"
"44",56.41298,39.13725,299.44,0.39,0.44,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.39,1.03,"N"
"45",58.02,31.25661,295.03,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.51,0.32,"N"
"46",58.72756,27.80991,304.16,0.41,0.37,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.24,1.06,"N"
"47",56.7,39.27092,295.32,0.39,0.44,2022-04-21,20,1,"VIIRS","n","2.0NRT",273.31,0.47,"N"
"48",56.54091,40.14551,296.97,0.42,0.45,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.56,0.53,"N"
"49",56.54283,40.14675,297.8,0.42,0.45,2022-04-21,20,1,"VIIRS","n","2.0NRT",273.84,0.99,"N"
"50",56.46943,40.97051,324.79,0.45,0.47,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.08,3.78,"N"
"51",59.06302,28.13871,297.32,0.4,0.37,2022-04-21,20,1,"VIIRS","n","2.0NRT",277.41,0.91,"N"
"52",58.6433,31.46017,300.57,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.42,0.57,"N"
"53",59.38514,28.46414,308.87,0.4,0.37,2022-04-21,20,1,"VIIRS","n","2.0NRT",276.79,1.3,"N"
"54",60.61366,16.79945,295.73,0.58,0.52,2022-04-21,20,1,"VIIRS","n","2.0NRT",277.39,1.17,"N"
"55",60.28718,22.28977,301.69,0.57,0.43,2022-04-21,20,1,"VIIRS","n","2.0NRT",278.27,1.82,"N"
"56",59.15783,35.28809,305.56,0.41,0.37,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.53,0.79,"N"
"57",59.19808,35.09922,295.49,0.41,0.37,2022-04-21,20,1,"VIIRS","n","2.0NRT",273.84,0.42,"N"
"58",59.53038,34.14469,320.41,0.4,0.37,2022-04-21,20,1,"VIIRS","n","2.0NRT",278.63,2.59,"N"
"59",59.66381,33.49779,305.97,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",272.98,1.2,"N"
"60",59.12971,37.79414,316.61,0.46,0.39,2022-04-21,20,1,"VIIRS","n","2.0NRT",281.39,25.82,"N"
"61",59.13134,37.78661,301.2,0.46,0.39,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.04,10.34,"N"
"62",60.21522,32.01226,297.87,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",273.45,0.69,"N"
"63",59.1347,37.78934,301.37,0.46,0.39,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.58,10.34,"N"
"64",55.8145,32.92019,317.96,0.42,0.37,2022-04-21,20,1,"VIIRS","n","2.0NRT",276.41,1.11,"N"
"65",56.2678,30.46796,323.31,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",276.1,2.1,"N"
"66",56.26999,30.47574,317.62,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.85,1.63,"N"
"67",56.37457,29.86121,304.8,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",276.07,0.85,"N"
"68",56.3131,30.36097,317.31,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",276.26,1.75,"N"
"69",56.29016,30.53977,306.58,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.21,0.83,"N"
"70",56.29118,30.53373,299.22,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.64,0.73,"N"
"71",56.29337,30.54152,308.15,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.75,0.59,"N"
"72",56.32976,30.32383,295.66,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.34,0.66,"N"
"73",56.33076,30.31779,297.04,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.1,0.69,"N"
"74",56.29673,30.56313,301.67,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.48,1.16,"N"
"75",56.23398,30.95241,308.45,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.78,0.66,"N"
"76",56.29689,30.58302,296.87,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.12,0.77,"N"
"77",56.33335,30.36528,295.39,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.7,0.93,"N"
"78",56.33435,30.35924,297.56,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.44,0.42,"N"
"79",56.35959,30.22798,308.77,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.99,0.67,"N"
"80",56.36059,30.22193,297.41,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.09,0.67,"N"
"81",56.3638,30.22365,297.55,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.24,0.67,"N"
"82",56.37176,30.17528,324.16,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.83,2.73,"N"
"83",56.36401,30.2435,304.95,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.11,0.97,"N"
"84",56.37398,30.18304,295.37,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",273.13,0.7,"N"
"85",56.37497,30.177,306.54,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.21,0.7,"N"
"86",59.13307,37.79689,321.35,0.46,0.39,2022-04-21,20,1,"VIIRS","n","2.0NRT",281.52,25.82,"N"
"87",59.14153,37.81267,315.4,0.46,0.39,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.44,1.43,"N"
"88",59.14511,37.85103,307.65,0.46,0.39,2022-04-21,20,1,"VIIRS","n","2.0NRT",278.53,2.26,"N"
"89",59.14848,37.85379,301.1,0.46,0.39,2022-04-21,20,1,"VIIRS","n","2.0NRT",277.86,1.58,"N"
"90",59.15174,37.8387,301.44,0.46,0.39,2022-04-21,20,1,"VIIRS","n","2.0NRT",277.56,1.19,"N"
"91",58.67999,17.1181,301.1,0.54,0.51,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.85,1.73,"N"
"92",56.54614,30.21677,297.46,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.11,0.74,"N"
"93",56.83292,28.32465,310.04,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",276.97,1.27,"N"
"94",56.7283,28.93164,296.45,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.82,0.61,"N"
"95",56.50844,30.17011,298.26,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.65,0.49,"N"
"96",56.50523,30.16839,296.06,0.38,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.31,0.52,"N"
"97",56.37831,30.92693,305.76,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",275.26,1.12,"N"
"98",56.37614,30.91908,300.17,0.39,0.36,2022-04-21,20,1,"VIIRS","n","2.0NRT",274.84,0.78,"N"
