"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight"
"50363",66.66954,80.45547,338.28,0.73,0.76,"2024-10-27",35,"N20","VIIRS","n","2.0NRT",259.79,8.37,"N"
"50364",69.37224,88.11873,367,0.55,0.68,"2024-10-27",35,"N20","VIIRS","h","2.0NRT",255.31,12.21,"N"
"50365",68.41611,83.62902,340.73,0.6,0.7,"2024-10-27",35,"N20","VIIRS","n","2.0NRT",253.83,7.24,"N"
"50366",68.4186,83.6239,332.82,0.6,0.7,"2024-10-27",35,"N20","VIIRS","n","2.0NRT",251.39,8.07,"N"
"50367",67.65151,83.21249,324.59,0.66,0.73,"2024-10-27",35,"N20","VIIRS","n","2.0NRT",251.49,3.06,"N"
"50368",67.52274,83.21267,332.15,0.68,0.74,"2024-10-27",35,"N20","VIIRS","n","2.0NRT",250.83,5.71,"N"
"50369",67.52246,83.20627,320.03,0.68,0.74,"2024-10-27",35,"N20","VIIRS","n","2.0NRT",249.84,5.1,"N"
"50370",68.52957,79.9501,337.92,0.54,0.68,"2024-10-27",35,"N20","VIIRS","n","2.0NRT",253.41,11.45,"N"
"50371",68.52499,79.9551,367,0.54,0.68,"2024-10-27",35,"N20","VIIRS","h","2.0NRT",255.3,16.61,"N"
"50372",67.82114,80.09869,341.24,0.61,0.71,"2024-10-27",35,"N20","VIIRS","n","2.0NRT",254.83,5.2,"N"
"50373",66.98242,80.81745,354.86,0.7,0.75,"2024-10-27",35,"N20","VIIRS","n","2.0NRT",256.83,9.76,"N"
"50374",66.98264,80.81423,344.81,0.7,0.75,"2024-10-27",35,"N20","VIIRS","n","2.0NRT",255.8,9.21,"N"
"50375",66.66853,80.45519,320.97,0.73,0.76,"2024-10-27",35,"N20","VIIRS","n","2.0NRT",258.09,5.78,"N"
"50376",64.64626,24.42164,321.86,0.42,0.37,"2024-10-27",41,"N20","VIIRS","n","2.0NRT",273.43,1.49,"N"
"50377",62.57698,35.70113,298.49,0.48,0.4,"2024-10-27",41,"N20","VIIRS","n","2.0NRT",269.42,0.83,"N"
"50378",64.66451,21.27777,326.76,0.47,0.4,"2024-10-27",41,"N20","VIIRS","n","2.0NRT",279.23,9.85,"N"
"50379",64.66065,24.42231,325.99,0.42,0.37,"2024-10-27",41,"N20","VIIRS","n","2.0NRT",275.74,6.76,"N"
"50380",64.65398,24.41775,311.85,0.42,0.37,"2024-10-27",41,"N20","VIIRS","n","2.0NRT",273.17,1.25,"N"
