"","latitude","longitude","bright_ti4","scan","track","acq_date","acq_time","satellite","confidence","version","bright_ti5","frp","daynight"
"1",54.78386,33.18549,295.36,0.69,0.74,"2026-05-07",143,"N20","nominal","2.0NRT",273.73,0.73,"N"
"2",55.48817,28.59846,346.68,0.46,0.63,"2026-05-07",143,"N20","nominal","2.0NRT",278.35,5.66,"N"
"3",55.48596,28.60461,333.49,0.46,0.63,"2026-05-07",143,"N20","nominal","2.0NRT",280.26,5.66,"N"
"4",52.84685,29.99013,302,0.65,0.73,"2026-05-07",143,"N20","nominal","2.0NRT",282.67,1.91,"N"
"5",51.20238,30.21667,304.51,0.77,0.77,"2026-05-07",143,"N20","nominal","2.0NRT",285.59,1.49,"N"
"6",50.97269,28.85559,295.37,0.7,0.75,"2026-05-07",143,"N20","nominal","2.0NRT",280.56,1.24,"N"
"7",51.11161,27.41734,298.33,0.61,0.71,"2026-05-07",143,"N20","nominal","2.0NRT",281.81,1.25,"N"
"8",50.83348,26.59861,296.87,0.59,0.7,"2026-05-07",143,"N20","nominal","2.0NRT",277.2,0.97,"N"
"9",50.54448,26.25738,295.8,0.58,0.7,"2026-05-07",145,"N20","nominal","2.0NRT",281.26,1.03,"N"
"10",17.93836,34.04609,300.32,0.6,0.71,"2026-05-07",13,"N20","nominal","2.0NRT",281.49,1.1,"N"
"11",13.24425,29.16882,309.69,0.36,0.57,"2026-05-07",16,"N20","nominal","2.0NRT",279.98,1.44,"N"
"12",13.22876,29.16558,297.49,0.36,0.57,"2026-05-07",16,"N20","nominal","2.0NRT",279.01,0.74,"N"
"13",13.2236,29.1645,310.57,0.36,0.57,"2026-05-07",16,"N20","nominal","2.0NRT",279.59,0.74,"N"
"14",13.22799,29.16497,302.12,0.36,0.57,"2026-05-07",16,"N20","nominal","2.0NRT",279.76,0.78,"N"
"15",13.22283,29.16388,301.71,0.36,0.57,"2026-05-07",16,"N20","nominal","2.0NRT",278.41,0.78,"N"
"16",13.22221,29.16712,300.49,0.36,0.57,"2026-05-07",16,"N20","nominal","2.0NRT",281.55,1.26,"N"
"17",13.67092,26.46667,309.55,0.46,0.47,"2026-05-07",16,"N20","nominal","2.0NRT",293.49,1.33,"N"
"18",13.6643,26.47847,309.62,0.46,0.47,"2026-05-07",16,"N20","nominal","2.0NRT",293.57,0.87,"N"
"19",13.66352,26.48269,305.66,0.46,0.47,"2026-05-07",16,"N20","nominal","2.0NRT",293.61,0.87,"N"
"20",13.65922,26.48185,305.05,0.46,0.47,"2026-05-07",16,"N20","nominal","2.0NRT",293.5,0.87,"N"
"21",13.65414,26.48524,311.24,0.46,0.47,"2026-05-07",16,"N20","nominal","2.0NRT",294.29,1.3,"N"
"22",13.64985,26.4844,311.16,0.46,0.47,"2026-05-07",16,"N20","nominal","2.0NRT",293.69,1.3,"N"
"23",12.84791,30.06939,302.51,0.42,0.61,"2026-05-07",16,"N20","nominal","2.0NRT",290.84,0.77,"N"
"24",12.76239,30.01318,312.67,0.41,0.61,"2026-05-07",16,"N20","nominal","2.0NRT",291.79,1.05,"N"
"25",12.39278,28.33492,295.41,0.32,0.55,"2026-05-07",16,"N20","nominal","2.0NRT",282.71,0.41,"N"
"26",12.32712,28.27368,322.55,0.32,0.55,"2026-05-07",16,"N20","nominal","2.0NRT",290.07,1.17,"N"
"27",12.14089,28.46566,305.78,0.33,0.56,"2026-05-07",16,"N20","nominal","2.0NRT",291.32,0.4,"N"
"28",11.57996,29.13998,314.88,0.38,0.59,"2026-05-07",16,"N20","nominal","2.0NRT",291.28,1.1,"N"
"29",46.78761,33.34747,302.86,0.43,0.38,"2026-05-07",5,"N20","nominal","2.0NRT",278.23,0.72,"N"
"30",46.75894,33.38306,302.78,0.43,0.38,"2026-05-07",5,"N20","nominal","2.0NRT",281.18,2.37,"N"
"31",46.75555,33.38169,330.65,0.43,0.38,"2026-05-07",5,"N20","nominal","2.0NRT",280.6,2.37,"N"
"32",47.54637,28.35937,303.91,0.4,0.37,"2026-05-07",5,"N20","nominal","2.0NRT",284.36,0.74,"N"
"33",43.43526,45.45034,308.68,0.57,0.69,"2026-05-07",5,"N20","nominal","2.0NRT",278.3,1.23,"N"
"34",46.43204,32.60812,305.87,0.42,0.37,"2026-05-07",5,"N20","nominal","2.0NRT",281.42,1.35,"N"
"35",44.88643,38.11616,303.88,0.47,0.48,"2026-05-07",5,"N20","nominal","2.0NRT",279.68,1.53,"N"
"36",44.88439,38.11976,300.87,0.47,0.48,"2026-05-07",5,"N20","nominal","2.0NRT",281,1.17,"N"
"37",10.97257,26.68609,302.41,0.53,0.5,"2026-05-07",16,"N20","nominal","2.0NRT",289.87,0.8,"N"
"38",44.83981,37.68017,304.55,0.45,0.47,"2026-05-07",5,"N20","nominal","2.0NRT",280.67,1.02,"N"
"39",10.94559,26.67819,324.33,0.53,0.5,"2026-05-07",16,"N20","nominal","2.0NRT",293.4,3.87,"N"
"40",46.89789,26.03083,299.62,0.44,0.38,"2026-05-07",5,"N20","nominal","2.0NRT",282.28,0.89,"N"
"41",46.39263,28.20626,302.03,0.39,0.36,"2026-05-07",5,"N20","nominal","2.0NRT",280.27,0.9,"N"
"42",45.25771,31.67388,336.63,0.41,0.37,"2026-05-07",5,"N20","nominal","2.0NRT",288.88,13.51,"N"
"43",45.37604,30.92949,324.29,0.39,0.37,"2026-05-07",5,"N20","nominal","2.0NRT",284.6,1.55,"N"
"44",45.35717,30.90538,328.39,0.39,0.37,"2026-05-07",5,"N20","nominal","2.0NRT",284.55,3.73,"N"
"45",44.77423,33.86411,296.08,0.47,0.4,"2026-05-07",5,"N20","nominal","2.0NRT",278.49,0.8,"N"
"46",45.47423,27.04542,325.04,0.4,0.37,"2026-05-07",5,"N20","nominal","2.0NRT",283.47,2.04,"N"
"47",44.24091,28.3097,302.12,0.39,0.36,"2026-05-07",5,"N20","nominal","2.0NRT",283.1,0.87,"N"
"48",43.23301,27.59707,301.27,0.39,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",282.69,0.56,"N"
"49",41.24178,36.46432,324.95,0.48,0.48,"2026-05-07",7,"N20","nominal","2.0NRT",281.15,3.59,"N"
"50",41.17666,32.63483,329.13,0.49,0.4,"2026-05-07",7,"N20","nominal","2.0NRT",279.85,4.39,"N"
"51",41.1817,32.63498,295.17,0.49,0.4,"2026-05-07",7,"N20","nominal","2.0NRT",277.48,1.19,"N"
"52",41.1781,32.63363,307.04,0.49,0.4,"2026-05-07",7,"N20","nominal","2.0NRT",279.98,1.19,"N"
"53",41.1745,32.63231,326.45,0.49,0.4,"2026-05-07",7,"N20","nominal","2.0NRT",277.34,3.26,"N"
"54",41.26615,31.42406,306.42,0.44,0.39,"2026-05-07",7,"N20","nominal","2.0NRT",284.48,1.61,"N"
"55",41.26171,31.42805,297.07,0.44,0.39,"2026-05-07",7,"N20","nominal","2.0NRT",283.24,1.27,"N"
"56",41.2533,31.41426,315.12,0.44,0.39,"2026-05-07",7,"N20","nominal","2.0NRT",280.97,2.1,"N"
"57",41.79795,26.70453,300.07,0.39,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",283.06,0.73,"N"
"58",41.62881,27.68774,300.07,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",281.8,0.51,"N"
"59",41.63633,27.50646,301.47,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",283.43,0.89,"N"
"60",40.94706,31.39753,297.2,0.45,0.39,"2026-05-07",7,"N20","nominal","2.0NRT",278.81,0.74,"N"
"61",41.02026,28.55665,320.04,0.39,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",285.04,2.05,"N"
"62",40.75763,29.76268,306.6,0.4,0.37,"2026-05-07",7,"N20","nominal","2.0NRT",285.91,1.08,"N"
"63",40.78267,29.60181,312.34,0.4,0.37,"2026-05-07",7,"N20","nominal","2.0NRT",286.43,1.99,"N"
"64",40.76013,29.36261,297.35,0.4,0.37,"2026-05-07",7,"N20","nominal","2.0NRT",283.8,0.32,"N"
"65",39.94537,33.19029,295.7,0.54,0.42,"2026-05-07",7,"N20","nominal","2.0NRT",277.58,1.07,"N"
"66",41.08861,26.71361,297.5,0.39,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",286.49,0.66,"N"
"67",38.45391,38.72582,301.99,0.37,0.58,"2026-05-07",7,"N20","nominal","2.0NRT",279.3,1.01,"N"
"68",9.67461,26.65253,302.65,0.55,0.51,"2026-05-07",16,"N20","nominal","2.0NRT",289.91,0.73,"N"
"69",40.24186,29.92648,303.4,0.41,0.37,"2026-05-07",7,"N20","nominal","2.0NRT",281.14,1.14,"N"
"70",40.18551,29.22755,302.15,0.4,0.37,"2026-05-07",7,"N20","nominal","2.0NRT",282.75,0.8,"N"
"71",37.0293,42.16969,295.45,0.61,0.71,"2026-05-07",7,"N20","nominal","2.0NRT",280.12,0.72,"N"
"72",40.44427,27.13978,307.99,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",287.06,1.62,"N"
"73",36.94514,42.16853,312.45,0.62,0.71,"2026-05-07",7,"N20","nominal","2.0NRT",279.92,1.83,"N"
"74",36.94311,42.17509,300.66,0.62,0.71,"2026-05-07",7,"N20","nominal","2.0NRT",280.54,1.83,"N"
"75",39.83609,30.30212,300.92,0.43,0.38,"2026-05-07",7,"N20","nominal","2.0NRT",278.45,1.16,"N"
"76",36.94409,42.16995,320.65,0.62,0.71,"2026-05-07",7,"N20","nominal","2.0NRT",280.37,2.48,"N"
"77",36.9946,42.00291,310.54,0.6,0.71,"2026-05-07",7,"N20","nominal","2.0NRT",279.87,1.21,"N"
"78",36.9634,42.08304,308.9,0.61,0.71,"2026-05-07",7,"N20","nominal","2.0NRT",280.12,1.57,"N"
"79",36.9589,42.05164,301.82,0.61,0.71,"2026-05-07",7,"N20","nominal","2.0NRT",279.32,0.88,"N"
"80",36.9357,42.12806,301,0.61,0.71,"2026-05-07",7,"N20","nominal","2.0NRT",279.89,1.28,"N"
"81",39.90062,28.87223,317.28,0.4,0.37,"2026-05-07",7,"N20","nominal","2.0NRT",279.49,1.29,"N"
"82",36.44056,42.92762,299.12,0.7,0.75,"2026-05-07",7,"N20","nominal","2.0NRT",282.48,1.21,"N"
"83",36.12967,43.78058,295.46,0.79,0.78,"2026-05-07",7,"N20","nominal","2.0NRT",283.6,1.29,"N"
"84",36.0008,43.757,299.19,0.79,0.78,"2026-05-07",7,"N20","nominal","2.0NRT",281.73,1.66,"N"
"85",39.48521,30.04372,316.7,0.42,0.38,"2026-05-07",7,"N20","nominal","2.0NRT",279.85,1.42,"N"
"86",36.01791,43.68084,303.28,0.78,0.78,"2026-05-07",7,"N20","nominal","2.0NRT",282.04,1.03,"N"
"87",35.98215,43.76635,324.54,0.79,0.78,"2026-05-07",7,"N20","nominal","2.0NRT",284.52,5.05,"N"
"88",36.02041,43.68152,306.11,0.78,0.78,"2026-05-07",7,"N20","nominal","2.0NRT",282.19,1.47,"N"
"89",35.98504,43.76754,318.92,0.79,0.78,"2026-05-07",7,"N20","nominal","2.0NRT",283.1,3.75,"N"
"90",35.98235,43.77589,304.53,0.8,0.78,"2026-05-07",7,"N20","nominal","2.0NRT",283.08,3.75,"N"
"91",35.96926,43.76819,367,0.8,0.78,"2026-05-07",7,"N20","high","2.0NRT",287.8,9.46,"N"
"92",35.97202,43.75963,313.71,0.79,0.78,"2026-05-07",7,"N20","nominal","2.0NRT",284.06,9.46,"N"
"93",39.86776,26.24679,295.63,0.39,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",283.12,0.56,"N"
"94",39.86446,26.24596,322.63,0.39,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",286.54,2.61,"N"
"95",39.60856,27.8814,299.93,0.39,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",282.49,0.8,"N"
"96",37.35449,37.16367,301.42,0.33,0.55,"2026-05-07",7,"N20","nominal","2.0NRT",280.63,0.63,"N"
"97",37.34968,37.16156,295.46,0.33,0.55,"2026-05-07",7,"N20","nominal","2.0NRT",280.96,0.63,"N"
"98",37.34998,37.16222,301.27,0.33,0.55,"2026-05-07",7,"N20","nominal","2.0NRT",280.89,0.72,"N"
"99",39.1672,27.63172,303.56,0.39,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",284.15,0.92,"N"
"100",39.18208,27.49808,302.56,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",283.5,0.88,"N"
"101",36.13212,40.81171,296.34,0.55,0.68,"2026-05-07",7,"N20","nominal","2.0NRT",281.33,0.62,"N"
"102",39.11316,27.52297,296.76,0.39,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",283.22,0.67,"N"
"103",36.13366,40.81171,303.66,0.55,0.68,"2026-05-07",7,"N20","nominal","2.0NRT",281.75,1.06,"N"
"104",39.09496,27.50891,295.5,0.39,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",282.54,0.76,"N"
"105",39.09425,27.51332,299.03,0.39,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",283.53,0.76,"N"
"106",37.0216,36.10563,296.58,0.59,0.53,"2026-05-07",7,"N20","nominal","2.0NRT",281.86,1.47,"N"
"107",38.80415,26.93613,299.49,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",286.69,1.78,"N"
"108",38.79121,26.93103,321.38,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",286.41,1.46,"N"
"109",38.74383,26.95065,298.16,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",286.39,0.65,"N"
"110",38.74055,26.9498,298.71,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",287.6,2.02,"N"
"111",38.74005,26.93148,329.48,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",289.93,4.7,"N"
"112",38.73798,26.94459,334.76,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",290.27,3.66,"N"
"113",38.73729,26.94896,330.66,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",290.63,2.02,"N"
"114",38.72954,26.93332,301.13,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",283.97,0.25,"N"
"115",36.73077,36.21386,300.22,0.6,0.53,"2026-05-07",7,"N20","nominal","2.0NRT",285.94,2.52,"N"
"116",36.71824,36.20211,314.11,0.6,0.53,"2026-05-07",7,"N20","nominal","2.0NRT",284.35,1.67,"N"
"117",36.69619,36.20787,298.46,0.6,0.53,"2026-05-07",7,"N20","nominal","2.0NRT",284.55,1.19,"N"
"118",36.69144,36.20623,299.64,0.6,0.53,"2026-05-07",7,"N20","nominal","2.0NRT",285.74,1.9,"N"
"119",36.69323,36.20644,300.09,0.6,0.53,"2026-05-07",7,"N20","nominal","2.0NRT",285.64,2.39,"N"
"120",38.45451,27.26499,298.28,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",286.69,0.77,"N"
"121",38.42812,27.21728,317.93,0.38,0.36,"2026-05-07",7,"N20","nominal","2.0NRT",287.06,1.61,"N"
"122",37.86169,29.37289,301.72,0.42,0.38,"2026-05-07",7,"N20","nominal","2.0NRT",282.56,0.81,"N"
"123",35.1987,40.0863,295.13,0.53,0.67,"2026-05-07",7,"N20","nominal","2.0NRT",281.56,0.48,"N"
"124",34.90974,40.82658,308.25,0.6,0.7,"2026-05-07",7,"N20","nominal","2.0NRT",282.49,0.95,"N"
"125",34.90857,40.82382,300.71,0.6,0.7,"2026-05-07",7,"N20","nominal","2.0NRT",282.37,0.99,"N"
