"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight"
"1",19.40446,-155.28764,367,0.34,0.56,2022-04-04,9,1,"VIIRS","h","2.0NRT",344.96,61.65,"D"
"2",19.39965,-155.28389,333.43,0.34,0.56,2022-04-04,9,1,"VIIRS","n","2.0NRT",293.88,4.12,"D"
"3",19.40516,-155.28105,367,0.34,0.56,2022-04-04,9,1,"VIIRS","h","2.0NRT",319.35,29.35,"D"
"4",19.40551,-155.27782,340.17,0.34,0.56,2022-04-04,9,1,"VIIRS","n","2.0NRT",295.3,9.39,"D"
"5",19.40957,-155.28848,340.36,0.34,0.56,2022-04-04,9,1,"VIIRS","n","2.0NRT",303.54,61.65,"D"
"6",19.40994,-155.2851,347.55,0.34,0.56,2022-04-04,9,1,"VIIRS","n","2.0NRT",306.34,29.35,"D"
"7",19.4103,-155.28175,356.18,0.34,0.56,2022-04-04,9,1,"VIIRS","n","2.0NRT",308.77,29.35,"D"
"8",19.41065,-155.27844,333.67,0.34,0.56,2022-04-04,9,1,"VIIRS","n","2.0NRT",293.26,9.39,"D"
"9",19.40481,-155.28432,356.41,0.34,0.56,2022-04-04,9,1,"VIIRS","n","2.0NRT",325.74,29.35,"D"
"10",19.40409,-155.29109,341.58,0.34,0.56,2022-04-04,9,1,"VIIRS","n","2.0NRT",306.04,61.65,"D"
"11",62.15845,38.16012,340.22,0.52,0.41,2022-04-04,35,1,"VIIRS","n","2.0NRT",256.27,10.45,"N"
"12",59.13177,37.78959,336.6,0.41,0.45,2022-04-04,37,1,"VIIRS","n","2.0NRT",268.01,26.3,"N"
"13",59.14803,37.87095,338.03,0.42,0.45,2022-04-04,37,1,"VIIRS","n","2.0NRT",276.55,6.53,"N"
"14",51.16905,3.80892,306.01,0.54,0.68,2022-04-04,39,1,"VIIRS","n","2.0NRT",269.84,2.52,"N"
"15",51.17537,3.81696,306.35,0.54,0.68,2022-04-04,39,1,"VIIRS","n","2.0NRT",269.23,5.08,"N"
"16",51.17537,3.80088,297.69,0.54,0.68,2022-04-04,39,1,"VIIRS","n","2.0NRT",268.6,5.35,"N"
"17",51.17537,3.80896,348.55,0.54,0.68,2022-04-04,39,1,"VIIRS","n","2.0NRT",274.66,5.35,"N"
"18",51.29664,7.01026,309.13,0.39,0.6,2022-04-04,39,1,"VIIRS","n","2.0NRT",267.19,1.38,"N"
"19",51.3656,6.70705,367,0.41,0.6,2022-04-04,39,1,"VIIRS","h","2.0NRT",271.36,6.33,"N"
"20",50.53455,17.97544,304.15,0.43,0.38,2022-04-04,39,1,"VIIRS","n","2.0NRT",269.43,1.27,"N"
"21",51.37121,6.70737,301.21,0.41,0.6,2022-04-04,39,1,"VIIRS","n","2.0NRT",270.14,1.94,"N"
