"","latitude","longitude","bright_ti4","scan","track","acq_date","acq_time","satellite","confidence","version","bright_ti5","frp","daynight"
"1",61.34196,165.20786,345.37,0.42,0.38,"2024-06-14",100,"N20","nominal","2.0NRT",297.72,4.02,"D"
"2",61.34045,165.20032,337.18,0.42,0.38,"2024-06-14",100,"N20","nominal","2.0NRT",297.54,4.02,"D"
"3",61.34517,165.20497,330.8,0.42,0.38,"2024-06-14",100,"N20","nominal","2.0NRT",296.23,4.02,"D"
"4",61.34369,165.19749,331.28,0.42,0.38,"2024-06-14",100,"N20","nominal","2.0NRT",298.53,4.02,"D"
"5",62.23716,138.00537,342.92,0.61,0.71,"2024-06-14",102,"N20","nominal","2.0NRT",288.44,8.57,"D"
"6",62.24404,137.99989,326.34,0.61,0.71,"2024-06-14",102,"N20","nominal","2.0NRT",287.33,4.51,"D"
"7",62.23708,138.00406,345.04,0.61,0.71,"2024-06-14",102,"N20","nominal","2.0NRT",288.88,8.19,"D"
"8",65.96309,145.5681,330.23,0.54,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",292.75,9.98,"D"
"9",65.96672,145.56076,354.08,0.54,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",298.67,9.98,"D"
"10",65.96345,145.55118,327.92,0.54,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",297.26,7.06,"D"
"11",65.97035,145.55342,341.55,0.54,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",295.45,28.17,"D"
"12",65.96709,145.54387,334.06,0.54,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",301.91,16.47,"D"
"13",65.91853,145.40234,331.32,0.55,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",296.4,8.38,"D"
"14",65.9153,145.39296,326.31,0.55,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",291.95,5.05,"D"
"15",65.9707,145.53647,343.1,0.54,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",294.5,16.47,"D"
"16",65.91895,145.3856,335.2,0.55,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",297.63,5.05,"D"
"17",65.91572,145.37621,338.4,0.55,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",297.84,5.05,"D"
"18",65.91245,145.36673,327.05,0.55,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",294.93,7.76,"D"
"19",65.90922,145.35733,356.12,0.55,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",296.2,7.76,"D"
"20",65.96601,145.56534,339.01,0.54,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",296.86,28.26,"D"
"21",65.96965,145.558,338.34,0.54,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",293.3,28.26,"D"
"22",65.96634,145.54849,350.17,0.54,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",306.28,28.26,"D"
"23",65.96998,145.54115,343.39,0.54,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",292.51,8.42,"D"
"24",65.91772,145.39122,343.16,0.55,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",296.96,9.62,"D"
"25",65.91447,145.3819,341.36,0.55,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",294.66,5.55,"D"
"26",65.97359,145.53377,354,0.54,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",293.07,8.42,"D"
"27",65.96706,145.51497,337.13,0.54,0.51,"2024-06-14",102,"N20","nominal","2.0NRT",296.68,11.56,"D"
