"","latitude","longitude","bright_ti4","scan","track","acq_date","acq_time","satellite","confidence","version","bright_ti5","frp","daynight"
"1",36.75017,43.49545,297.89,0.61,0.71,"2023-10-13",1,1,"nominal","2.0NRT",285.9,1.69,"N"
"2",39.83851,30.29816,297.34,0.39,0.37,"2023-10-13",1,1,"nominal","2.0NRT",279.71,0.77,"N"
"3",39.83774,30.30269,298.81,0.4,0.37,"2023-10-13",1,1,"nominal","2.0NRT",280.1,0.78,"N"
"4",36.7742,43.32325,331.32,0.6,0.71,"2023-10-13",1,1,"nominal","2.0NRT",286.54,5.71,"N"
"5",36.77633,43.31621,302.32,0.6,0.71,"2023-10-13",1,1,"nominal","2.0NRT",285.24,4.4,"N"
"6",39.74594,30.19722,302.26,0.39,0.36,"2023-10-13",1,1,"nominal","2.0NRT",280.73,0.97,"N"
"7",36.94316,42.17078,320.43,0.52,0.67,"2023-10-13",1,1,"nominal","2.0NRT",286.93,2.11,"N"
"8",36.94221,42.16893,317.87,0.52,0.67,"2023-10-13",1,1,"nominal","2.0NRT",286.13,1.7,"N"
"9",36.9376,42.11684,312.75,0.51,0.66,"2023-10-13",1,1,"nominal","2.0NRT",284.55,2.45,"N"
"10",36.93604,42.12228,305.33,0.51,0.66,"2023-10-13",1,1,"nominal","2.0NRT",284.69,1.87,"N"
"11",36.93448,42.12769,305.9,0.52,0.66,"2023-10-13",1,1,"nominal","2.0NRT",284.69,1.87,"N"
"12",37.85604,38.54501,298.14,0.63,0.54,"2023-10-13",1,1,"nominal","2.0NRT",285.05,0.77,"N"
"13",40.14357,26.44264,309.66,0.41,0.37,"2023-10-13",1,1,"nominal","2.0NRT",283.01,1.19,"N"
"14",37.6094,39.32458,304.26,0.35,0.57,"2023-10-13",1,1,"nominal","2.0NRT",282.71,1.16,"N"
"15",36.91462,41.89314,303.51,0.5,0.66,"2023-10-13",1,1,"nominal","2.0NRT",284.03,0.71,"N"
"16",37.76151,38.68441,296,0.32,0.55,"2023-10-13",1,1,"nominal","2.0NRT",284.36,0.31,"N"
"17",37.7646,38.58812,297.51,0.32,0.54,"2023-10-13",1,1,"nominal","2.0NRT",284.39,0.31,"N"
"18",37.75977,38.58635,352.66,0.32,0.54,"2023-10-13",1,1,"nominal","2.0NRT",285.97,4.45,"N"
"19",39.57649,29.86155,318.65,0.39,0.36,"2023-10-13",1,1,"nominal","2.0NRT",280.82,1.74,"N"
"20",39.48491,30.04116,307.33,0.39,0.36,"2023-10-13",1,1,"nominal","2.0NRT",281.13,1.22,"N"
"21",36.4416,42.92623,298.42,0.58,0.7,"2023-10-13",1,1,"nominal","2.0NRT",286.87,1.87,"N"
"22",37.7041,37.89086,296.99,0.59,0.53,"2023-10-13",1,1,"nominal","2.0NRT",284.26,0.25,"N"
"23",39.86612,26.2421,319.72,0.41,0.37,"2023-10-13",1,1,"nominal","2.0NRT",289.06,2.34,"N"
"24",35.99966,43.75947,299.65,0.67,0.73,"2023-10-13",1,1,"nominal","2.0NRT",286.45,1.49,"N"
"25",36.01638,43.68104,320.74,0.66,0.73,"2023-10-13",1,1,"nominal","2.0NRT",288.2,4.25,"N"
"26",35.98287,43.76701,313.24,0.67,0.73,"2023-10-13",1,1,"nominal","2.0NRT",288.33,2.97,"N"
"27",35.97053,43.75998,300.3,0.67,0.73,"2023-10-13",1,1,"nominal","2.0NRT",287.84,2.17,"N"
"28",35.96833,43.76715,296.37,0.67,0.73,"2023-10-13",1,1,"nominal","2.0NRT",285.94,2.17,"N"
"29",35.9259,43.78701,303.2,0.67,0.74,"2023-10-13",1,1,"nominal","2.0NRT",286.94,0.79,"N"
"30",35.92265,43.78425,297.41,0.67,0.74,"2023-10-13",1,1,"nominal","2.0NRT",286.9,0.75,"N"
"31",35.77168,43.99025,303.4,0.7,0.75,"2023-10-13",1,1,"nominal","2.0NRT",289.6,0.9,"N"
"32",35.72981,44.02987,314.66,0.7,0.75,"2023-10-13",1,1,"nominal","2.0NRT",289.96,2.08,"N"
"33",35.72759,44.03698,315.94,0.7,0.75,"2023-10-13",1,1,"nominal","2.0NRT",290.22,2.08,"N"
"34",35.72794,44.02989,315.25,0.7,0.75,"2023-10-13",1,1,"nominal","2.0NRT",290.49,3.04,"N"
"35",35.72574,44.03704,315.06,0.7,0.75,"2023-10-13",1,1,"nominal","2.0NRT",290.64,4.11,"N"
"36",36.45573,41.27964,320.76,0.48,0.65,"2023-10-13",1,1,"nominal","2.0NRT",285.65,1.91,"N"
"37",35.68811,43.87259,321.77,0.69,0.74,"2023-10-13",1,1,"nominal","2.0NRT",287.73,2.28,"N"
"38",35.71967,43.77053,301.45,0.68,0.74,"2023-10-13",1,1,"nominal","2.0NRT",290.37,1.21,"N"
"39",35.68585,43.87985,297.91,0.69,0.74,"2023-10-13",1,1,"nominal","2.0NRT",286.93,2.28,"N"
"40",35.53739,44.33108,300.9,0.74,0.76,"2023-10-13",1,1,"nominal","2.0NRT",288.92,2.34,"N"
"41",35.535,44.33868,319.6,0.74,0.76,"2023-10-13",1,1,"nominal","2.0NRT",289.44,3.44,"N"
"42",35.52833,44.33593,327.76,0.74,0.76,"2023-10-13",1,1,"nominal","2.0NRT",289.73,3.61,"N"
"43",35.6324,44.00433,310.68,0.7,0.75,"2023-10-13",1,1,"nominal","2.0NRT",288.35,2.1,"N"
"44",35.52599,44.34335,316.33,0.74,0.76,"2023-10-13",1,1,"nominal","2.0NRT",289.14,3.61,"N"
"45",35.66486,43.96336,302.17,0.7,0.75,"2023-10-13",1,1,"nominal","2.0NRT",288.7,1.04,"N"
"46",35.68469,43.87402,329.82,0.69,0.74,"2023-10-13",1,1,"nominal","2.0NRT",288.3,3.57,"N"
"47",35.53627,44.33413,314.33,0.74,0.76,"2023-10-13",1,1,"nominal","2.0NRT",289.13,2.8,"N"
"48",35.53391,44.34174,308.14,0.74,0.76,"2023-10-13",1,1,"nominal","2.0NRT",288.74,2.8,"N"
"49",35.52727,44.33891,333.35,0.74,0.76,"2023-10-13",1,1,"nominal","2.0NRT",289.33,2.8,"N"
"50",35.62973,44.006,318.93,0.7,0.75,"2023-10-13",1,1,"nominal","2.0NRT",289.2,2.13,"N"
"51",35.5296,44.33139,300.12,0.74,0.76,"2023-10-13",1,1,"nominal","2.0NRT",289.15,2.8,"N"
"52",35.45692,44.41946,320.26,0.75,0.77,"2023-10-13",1,1,"nominal","2.0NRT",290.51,3.26,"N"
"53",35.48849,44.15029,316.69,0.72,0.76,"2023-10-13",1,1,"nominal","2.0NRT",288.18,2.56,"N"
"54",35.48774,44.15099,317.34,0.72,0.76,"2023-10-13",1,1,"nominal","2.0NRT",288.23,3.09,"N"
"55",37.35252,37.16151,301.26,0.55,0.51,"2023-10-13",1,1,"nominal","2.0NRT",289.02,1.19,"N"
"56",35.38553,44.21519,319.65,0.73,0.76,"2023-10-13",1,1,"nominal","2.0NRT",289.07,3.91,"N"
"57",39.1684,27.63015,308.89,0.39,0.36,"2023-10-13",1,1,"nominal","2.0NRT",287.92,1.23,"N"
"58",39.18427,27.5,304.09,0.39,0.36,"2023-10-13",1,1,"nominal","2.0NRT",286.69,0.77,"N"
"59",37.29416,37.15859,302.02,0.55,0.51,"2023-10-13",1,1,"nominal","2.0NRT",288.7,1.16,"N"
"60",38.65998,30.62048,296.63,0.41,0.37,"2023-10-13",1,1,"nominal","2.0NRT",280.33,0.77,"N"
"61",39.11637,27.5225,303.76,0.39,0.36,"2023-10-13",1,1,"nominal","2.0NRT",283.65,2.2,"N"
"62",39.1157,27.52697,310.96,0.39,0.36,"2023-10-13",1,1,"nominal","2.0NRT",283.72,2.31,"N"
"63",39.11308,27.52164,330.68,0.39,0.36,"2023-10-13",1,1,"nominal","2.0NRT",285.67,2.2,"N"
"64",39.11241,27.52612,328.65,0.39,0.36,"2023-10-13",1,1,"nominal","2.0NRT",285.84,2.31,"N"
"65",39.11441,27.51269,296.85,0.39,0.36,"2023-10-13",1,1,"nominal","2.0NRT",284.92,0.38,"N"
"66",39.0933,27.51687,299.69,0.39,0.36,"2023-10-13",1,1,"nominal","2.0NRT",284.4,1.05,"N"
"67",35.1269,44.56505,302.06,0.78,0.78,"2023-10-13",1,1,"nominal","2.0NRT",289.45,1.94,"N"
"68",36.14258,40.8148,320.39,0.46,0.64,"2023-10-13",1,1,"nominal","2.0NRT",286.77,2.12,"N"
