"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight"
"1",62.00111,65.86656,333.55,0.65,0.73,2022-03-20,16,1,"VIIRS","n","2.0NRT",265.88,5.5,"N"
"2",58.73735,59.59508,296.52,0.67,0.74,2022-03-20,16,1,"VIIRS","n","2.0NRT",265.59,1.17,"N"
"3",62.00576,65.85776,332.44,0.65,0.73,2022-03-20,16,1,"VIIRS","n","2.0NRT",265.74,5.5,"N"
"4",62.00472,65.86674,367,0.65,0.73,2022-03-20,16,1,"VIIRS","h","2.0NRT",267.98,11.41,"N"
"5",59.52885,34.14239,322.6,0.4,0.37,2022-03-20,18,1,"VIIRS","n","2.0NRT",273.12,2.92,"N"
"6",59.91241,32.35855,295.91,0.38,0.36,2022-03-20,18,1,"VIIRS","n","2.0NRT",273.71,0.74,"N"
"7",57.79542,43.02126,313.27,0.47,0.48,2022-03-20,18,1,"VIIRS","n","2.0NRT",267.84,2.91,"N"
"8",57.79739,43.01411,322.64,0.47,0.48,2022-03-20,18,1,"VIIRS","n","2.0NRT",262.78,2.71,"N"
"9",59.2149,37.21432,325.81,0.45,0.39,2022-03-20,18,1,"VIIRS","n","2.0NRT",267.93,2.51,"N"
"10",65.76565,24.18583,331.39,0.39,0.44,2022-03-20,18,1,"VIIRS","n","2.0NRT",269.68,2.72,"N"
"11",65.76968,24.18766,328.11,0.39,0.44,2022-03-20,18,1,"VIIRS","n","2.0NRT",268.98,3.05,"N"
"12",58.87176,57.55282,309.35,0.58,0.7,2022-03-20,18,1,"VIIRS","n","2.0NRT",264.21,1.21,"N"
"13",57.9163,60.02661,319.01,0.76,0.77,2022-03-20,18,1,"VIIRS","n","2.0NRT",271.09,3.63,"N"
"14",57.91961,56.11174,319.83,0.59,0.7,2022-03-20,18,1,"VIIRS","n","2.0NRT",266.33,3.29,"N"
"15",57.94225,60.05263,313.41,0.76,0.77,2022-03-20,18,1,"VIIRS","n","2.0NRT",266.6,2.16,"N"
"16",57.94753,60.06165,303.06,0.76,0.77,2022-03-20,18,1,"VIIRS","n","2.0NRT",266.46,2.16,"N"
"17",57.9167,60.02171,322.06,0.76,0.77,2022-03-20,18,1,"VIIRS","n","2.0NRT",270.53,4.16,"N"
"18",57.94808,60.05654,325.9,0.75,0.77,2022-03-20,18,1,"VIIRS","n","2.0NRT",267.29,4.78,"N"
"19",59.13136,37.79247,341,0.46,0.39,2022-03-20,18,1,"VIIRS","n","2.0NRT",287.46,55.81,"N"
"20",59.12986,37.81788,299.35,0.46,0.39,2022-03-20,18,1,"VIIRS","n","2.0NRT",272.14,1.2,"N"
"21",59.13262,37.79157,324.93,0.46,0.39,2022-03-20,18,1,"VIIRS","n","2.0NRT",284.5,48.74,"N"
"22",59.13443,37.81965,305.23,0.46,0.39,2022-03-20,18,1,"VIIRS","n","2.0NRT",269.98,1.27,"N"
"23",59.14107,37.80734,298.27,0.46,0.39,2022-03-20,18,1,"VIIRS","n","2.0NRT",269.61,0.68,"N"
"24",59.14299,37.85316,307.08,0.46,0.39,2022-03-20,18,1,"VIIRS","n","2.0NRT",272.67,0.87,"N"
"25",59.14636,37.85592,295.26,0.46,0.39,2022-03-20,18,1,"VIIRS","n","2.0NRT",271.92,0.87,"N"
"26",59.14964,37.84085,319.53,0.46,0.39,2022-03-20,18,1,"VIIRS","n","2.0NRT",276.4,3.92,"N"
"27",59.14809,37.86621,338.67,0.46,0.39,2022-03-20,18,1,"VIIRS","n","2.0NRT",276.19,5.93,"N"
"28",59.14816,37.88412,296.52,0.46,0.39,2022-03-20,18,1,"VIIRS","n","2.0NRT",273.98,2.04,"N"
"29",57.43938,49.16989,367,0.38,0.59,2022-03-20,18,1,"VIIRS","h","2.0NRT",257.75,11.37,"N"
"30",57.43701,49.16667,367,0.38,0.59,2022-03-20,18,1,"VIIRS","h","2.0NRT",257.14,8.41,"N"
"31",59.78965,43.09733,295.8,0.41,0.45,2022-03-20,18,1,"VIIRS","n","2.0NRT",268.97,0.4,"N"
