"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight"
"1",8.63704,29.0668,309.9,0.52,0.5,2022-04-28,1,1,"VIIRS","n","2.0NRT",279.71,3.16,"N"
"2",8.59914,29.06964,301.64,0.52,0.5,2022-04-28,1,1,"VIIRS","n","2.0NRT",272.9,0.55,"N"
"3",10.25621,16.95313,308.92,0.42,0.45,2022-04-28,1,1,"VIIRS","n","2.0NRT",281.65,0.98,"N"
"4",10.2821,16.73379,311.11,0.44,0.46,2022-04-28,1,1,"VIIRS","n","2.0NRT",277.3,0.66,"N"
"5",8.31583,28.02,296.57,0.45,0.47,2022-04-28,1,1,"VIIRS","n","2.0NRT",269.47,0.37,"N"
"6",8.53544,16.79286,304.5,0.41,0.45,2022-04-28,1,1,"VIIRS","n","2.0NRT",279.04,0.37,"N"
"7",8.61202,29.1322,307.13,0.53,0.5,2022-04-28,1,1,"VIIRS","n","2.0NRT",281.44,2.16,"N"
"8",8.63291,29.06838,297.24,0.52,0.5,2022-04-28,1,1,"VIIRS","n","2.0NRT",279.42,0.58,"N"
"9",8.60746,29.1314,321.97,0.53,0.5,2022-04-28,1,1,"VIIRS","n","2.0NRT",282.26,2.16,"N"
"10",8.63943,29.05285,320.77,0.52,0.5,2022-04-28,1,1,"VIIRS","n","2.0NRT",280.15,1.99,"N"
"11",8.63541,29.05445,315.8,0.52,0.5,2022-04-28,1,1,"VIIRS","n","2.0NRT",279.96,1.98,"N"
"12",8.63744,29.0692,308.37,0.52,0.5,2022-04-28,1,1,"VIIRS","n","2.0NRT",279.99,1.74,"N"
"13",8.63827,29.06454,305.84,0.52,0.5,2022-04-28,1,1,"VIIRS","n","2.0NRT",279.58,1.67,"N"
"14",8.63994,29.05525,313.28,0.52,0.5,2022-04-28,1,1,"VIIRS","n","2.0NRT",280.17,2.4,"N"
"15",8.64077,29.05062,324.23,0.52,0.5,2022-04-28,1,1,"VIIRS","n","2.0NRT",279.94,2.4,"N"
"16",8.6453,29.05142,312.85,0.52,0.5,2022-04-28,1,1,"VIIRS","n","2.0NRT",280.65,2.4,"N"
