"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"1","Russia","(Unknown) vehicle",1,3,0,0,4,2022-03-09
"2","Russia","120mm 2B11/2S12",2,0,0,0,2,2022-03-09
"3","Russia","120mm 2B11/2S12A",3,0,0,0,3,2022-03-09
"4","Russia","120mm 2B16 Nona-K howitzer",1,0,0,0,1,2022-03-09
"5","Russia","120mm 2S9 Nona",3,1,1,0,5,2022-03-09
"6","Russia","122mm 2B17 Tornado-G",0,1,0,0,1,2022-03-09
"7","Russia","122mm 2S1 Gvozdika",1,1,1,0,3,2022-03-09
"8","Russia","122mm BM-21 'Grad'",6,5,2,1,14,2022-03-09
"9","Russia","122mm D-30 howitzer 2A18",2,1,3,0,6,2022-03-09
"10","Russia","152mm 2A65 Msta-B howitzer",2,3,0,1,6,2022-03-09
"11","Russia","152mm 2S19 Msta-S",4,1,6,0,11,2022-03-09
"12","Russia","152mm 2S3 Akatsiya",1,1,2,0,4,2022-03-09
"13","Russia","1V119 artillery battalion fire direction vehicle",2,1,0,0,3,2022-03-09
"14","Russia","1V13 battery fire control center",0,0,1,0,1,2022-03-09
"15","Russia","220mm BM-27 'Uragan'",0,1,1,0,2,2022-03-09
"16","Russia","220mm TOS-1A",1,0,0,0,1,2022-03-09
"17","Russia","2K22M1 Tunguska",0,2,4,1,7,2022-03-09
"18","Russia","2S1 with ZU-23 AA gun",1,0,0,0,1,2022-03-09
"19","Russia","9A310M1 TELAR (for Buk-M1-2)",0,1,0,1,2,2022-03-09
"20","Russia","9A310M2 TELAR (for Buk-M2)",0,2,0,0,2,2022-03-09
"21","Russia","9A330 Tor TLAR (for 9K330 Tor-M)",2,0,0,0,2,2022-03-09
"22","Russia","9A331 TLAR (for 9K331 Tor-M1)",1,0,0,0,1,2022-03-09
"23","Russia","9A331M TLAR (for 9K332 Tor-M2)",0,2,0,0,2,2022-03-09
"24","Russia","9A39M1 TEL (for Buk-M1-2)",0,1,0,0,1,2022-03-09
"25","Russia","9A39M2 TEL (for Buk-M2)",0,1,0,0,1,2022-03-09
"26","Russia","9K33 Osa",2,2,2,1,7,2022-03-09
"27","Russia","9K333 Verba",2,0,0,0,2,2022-03-09
"28","Russia","9K35 Strela-10",1,0,3,0,4,2022-03-09
"29","Russia","9K38 Igla",2,0,0,0,2,2022-03-09
"30","Russia","9M111 Fagot",3,0,0,0,3,2022-03-09
"31","Russia","9M113 Konkurs",14,0,0,0,14,2022-03-09
"32","Russia","9M113M Konkurs-M",1,0,0,0,1,2022-03-09
"33","Russia","9M114 Kokon",1,0,0,0,1,2022-03-09
"34","Russia","9P149 Shturm-S ATGM carrier",0,1,1,0,2,2022-03-09
"35","Russia","9S18М1(-1) (for Buk-M1-2)",0,1,0,0,1,2022-03-09
"36","Russia","9T452 transporter-loader (for BM-27 'Uragan' MRL)",0,1,0,0,1,2022-03-09
"37","Russia","9М131F Metis-M1",1,0,0,0,1,2022-03-09
"38","Russia","An-26 transport aircraft",0,1,0,0,1,2022-03-09
"39","Russia","Barnaul-T 9С932-1 automated system for air defence units",1,0,1,0,2,2022-03-09
"40","Russia","BAT-2 heavy engineering vehicle",0,1,0,0,1,2022-03-09
"41","Russia","BMD-2",20,11,5,2,38,2022-03-09
"42","Russia","BMD-4M",5,1,1,0,7,2022-03-09
"43","Russia","BMP-1(P)",4,5,0,0,9,2022-03-09
"44","Russia","BMP-1Khs",0,0,1,0,1,2022-03-09
"45","Russia","BMP-2",16,19,12,5,52,2022-03-09
"46","Russia","BMP-2K",0,0,1,0,1,2022-03-09
"47","Russia","BMP-3",8,9,0,1,18,2022-03-09
"48","Russia","BREM-1 armoured recovery vehicle",1,0,0,0,1,2022-03-09
"49","Russia","BREM-K armoured recovery vehicle",2,0,0,0,2,2022-03-09
"50","Russia","BRM-1K",0,3,0,0,3,2022-03-09
"51","Russia","BTR-80",16,9,2,1,28,2022-03-09
"52","Russia","BTR-82A",8,6,5,2,21,2022-03-09
"53","Russia","BTR-D",10,5,7,0,22,2022-03-09
"54","Russia","BTR-MDM 'Rakusha'",4,0,0,0,4,2022-03-09
"55","Russia","E95M target drone (likely used as unmanned bait in order for Ukraine to reveal the location of air defence systems)",1,0,0,0,1,2022-03-09
"56","Russia","Fuel train",0,2,0,0,2,2022-03-09
"57","Russia","GAZ Sobol",0,1,1,0,2,2022-03-09
"58","Russia","GAZ Tigr-M",11,14,1,1,27,2022-03-09
"59","Russia","GAZ-3308",0,0,2,0,2,2022-03-09
"60","Russia","GAZ-66",1,0,0,0,1,2022-03-09
"61","Russia","GMZ-3 minelater",1,0,0,0,1,2022-03-09
"62","Russia","IMR-2 combat engineering vehicle",0,1,1,0,2,2022-03-09
"63","Russia","Iveco LMV 'Rys'",1,4,1,0,6,2022-03-09
"64","Russia","K-4386 Typhoon-VDV",0,1,0,0,1,2022-03-09
"65","Russia","K-53949 Typhoon-K 'Linza'",1,0,0,0,1,2022-03-09
"66","Russia","K-53949 Typhoon-L",0,0,1,0,1,2022-03-09
"67","Russia","Ka-52 'Alligator' attack helicopter",0,0,2,2,4,2022-03-09
"68","Russia","KamAZ 6x6",41,55,14,5,115,2022-03-09
"69","Russia","KamAZ Avtozaks",1,2,0,0,3,2022-03-09
"70","Russia","KamAZ with armoured cabin",0,1,1,0,2,2022-03-09
"71","Russia","KamAZ-5350 with crane",0,1,0,0,1,2022-03-09
"72","Russia","KamAZ-5350 with EOV-3523 excavator",3,1,0,0,4,2022-03-09
"73","Russia","KamAZ-5350 with KS-45719-7M crane",0,1,0,0,1,2022-03-09
"74","Russia","KamAZ-6350 8x8 artillery tractor",2,2,0,2,6,2022-03-09
"75","Russia","KamAZ-63968 'Typhoon'",2,1,0,0,3,2022-03-09
"76","Russia","Mi-24V/P attack helicopter",0,2,0,0,2,2022-03-09
"77","Russia","Mi-35M attack helicopter",0,2,0,0,2,2022-03-09
"78","Russia","Mi-8 transport helicopter",0,2,0,0,2,2022-03-09
"79","Russia","MP-2IM signals vehicle",0,0,1,0,1,2022-03-09
"80","Russia","MT-LB",31,12,9,0,52,2022-03-09
"81","Russia","MT-LB Ambulance",0,1,0,0,1,2022-03-09
"82","Russia","MT-LB with ZU-23 AA gun",0,2,0,0,2,2022-03-09
"83","Russia","MT-LBM 6MB",0,0,1,0,1,2022-03-09
"84","Russia","MT-LBu",2,3,3,0,8,2022-03-09
"85","Russia","Orlan-10 reconnaissance UAV",0,1,0,0,1,2022-03-09
"86","Russia","Pantsir-S1",3,1,1,0,5,2022-03-09
"87","Russia","PMP floating bridge",0,2,2,0,4,2022-03-09
"88","Russia","PTS-3 tracked amphibious transport",0,0,2,0,2,2022-03-09
"89","Russia","R-149MA1 unified command and staff vehicle",3,1,2,1,7,2022-03-09
"90","Russia","R-149MA3 command and staff vehicle",2,0,0,1,3,2022-03-09
"91","Russia","R-166-0.5 signals vehicle",0,1,1,0,2,2022-03-09
"92","Russia","R-330BMV Borisoglebsk-2B",0,0,0,1,1,2022-03-09
"93","Russia","R-419L1 communications station",0,0,1,0,1,2022-03-09
"94","Russia","REM-KL armoured recovery vehicle",1,0,0,0,1,2022-03-09
"95","Russia","Su-25 close air support aircraft",0,4,0,0,4,2022-03-09
"96","Russia","Su-30SM multirole aircraft",0,2,0,0,2,2022-03-09
"97","Russia","Su-34 strike aircraft",0,4,0,0,4,2022-03-09
"98","Russia","T-64BV",1,0,0,1,2,2022-03-09
"99","Russia","T-72AV",1,0,0,0,1,2022-03-09
"100","Russia","T-72B",11,8,4,2,25,2022-03-09
"101","Russia","T-72B Obr. 1989",1,1,1,0,3,2022-03-09
"102","Russia","T-72B3",3,3,2,1,9,2022-03-09
"103","Russia","T-72B3 Obr. 2016",22,18,3,0,43,2022-03-09
"104","Russia","T-80BV",3,1,2,0,6,2022-03-09
"105","Russia","T-80BVM",7,2,1,0,10,2022-03-09
"106","Russia","T-80U",16,7,14,1,38,2022-03-09
"107","Russia","T-80UK",0,1,1,0,2,2022-03-09
"108","Russia","T-90A",5,7,3,0,15,2022-03-09
"109","Russia","TMM-3 bridge layer",4,1,3,1,9,2022-03-09
"110","Russia","TZM-T reloader vehicle (for TOS-1A)",2,0,0,0,2,2022-03-09
"111","Russia","UAZ Patriot",0,0,1,0,1,2022-03-09
"112","Russia","UAZ-23632",2,0,0,0,2,2022-03-09
"113","Russia","UAZ-469",0,1,0,0,1,2022-03-09
"114","Russia","Unknown AFV",1,3,0,0,4,2022-03-09
"115","Russia","Unknown BTR-D/BMD-2",0,9,0,0,9,2022-03-09
"116","Russia","Unknown communications station",0,1,0,0,1,2022-03-09
"117","Russia","Unknown communications station based on the KamAZ 6x6",1,0,0,1,2,2022-03-09
"118","Russia","Unknown Mi-24/35 attack helicopter",0,2,0,1,3,2022-03-09
"119","Russia","Unknown tank",0,4,2,0,6,2022-03-09
"120","Russia","Unknown truck",4,15,1,3,23,2022-03-09
"121","Russia","UR-77 'Meterorit' mine clearing vehicle",2,1,1,0,4,2022-03-09
"122","Russia","Ural Federal",0,1,3,0,4,2022-03-09
"123","Russia","Ural-4320",44,29,9,3,85,2022-03-09
"124","Russia","Ural-4320 Wrecker",1,0,0,1,2,2022-03-09
"125","Russia","Ural-43206",8,3,1,0,12,2022-03-09
"126","Russia","Ural-542301 tank transporter",0,0,1,0,1,2022-03-09
"127","Russia","ZiL-131",0,2,2,0,4,2022-03-09
"128","Ukraine","100mm MT-12 anti-tank gun",1,0,1,0,2,2022-03-09
"129","Ukraine","122mm 2S1 Gvozdika",3,3,1,0,7,2022-03-09
"130","Ukraine","122mm D-30 howitzer",0,1,0,0,1,2022-03-09
"131","Ukraine","152mm 2A36 Giatsint-B field-gun",1,0,0,0,1,2022-03-09
"132","Ukraine","152mm 2A65 Msta-B howitzer",0,0,2,0,2,2022-03-09
"133","Ukraine","1L22 'Parol'",0,1,0,1,2,2022-03-09
"134","Ukraine","220mm BM-27 'Uragan'",1,0,0,0,1,2022-03-09
"135","Ukraine","23mm ZU-23",1,0,0,0,1,2022-03-09
"136","Ukraine","5P85D (launcher for S-300PS)",0,1,0,0,1,2022-03-09
"137","Ukraine","5P85S (launcher for S-300PS)",0,1,0,0,1,2022-03-09
"138","Ukraine","9K310 Igla-1",4,0,0,0,4,2022-03-09
"139","Ukraine","9K33 Osa",0,5,0,0,5,2022-03-09
"140","Ukraine","9K35 Strela-10",0,1,0,0,1,2022-03-09
"141","Ukraine","9K38 Igla",2,0,0,0,2,2022-03-09
"142","Ukraine","9M111 Fagot",2,0,0,0,2,2022-03-09
"143","Ukraine","9M113 Konkurs",2,0,0,0,2,2022-03-09
"144","Ukraine","9P148 Konkurs ATGM carrier",1,2,0,0,3,2022-03-09
"145","Ukraine","An-225",0,1,0,0,1,2022-03-09
"146","Ukraine","An-26 transport aircraft",0,1,0,0,1,2022-03-09
"147","Ukraine","AT105A 'Saxon'",1,0,0,0,1,2022-03-09
"148","Ukraine","BAT-2 heavy engineering vehicle",1,0,0,0,1,2022-03-09
"149","Ukraine","BMP-1(P)",2,4,5,1,12,2022-03-09
"150","Ukraine","BMP-1Khs",0,1,0,0,1,2022-03-09
"151","Ukraine","BMP-2",1,0,1,0,2,2022-03-09
"152","Ukraine","BRDM-2",7,4,8,0,19,2022-03-09
"153","Ukraine","BRM-1K",3,0,0,1,4,2022-03-09
"154","Ukraine","BSEM-4K",0,1,0,0,1,2022-03-09
"155","Ukraine","BTR-3",2,1,0,0,3,2022-03-09
"156","Ukraine","BTR-4",9,5,1,0,15,2022-03-09
"157","Ukraine","BTR-60",4,0,0,0,4,2022-03-09
"158","Ukraine","BTR-60 1V18 'Klyon-1'",1,0,0,0,1,2022-03-09
"159","Ukraine","BTR-70",3,0,1,0,4,2022-03-09
"160","Ukraine","BTR-80",4,3,0,0,7,2022-03-09
"161","Ukraine","Buk-M1",0,1,0,0,1,2022-03-09
"162","Ukraine","FGM-148 Javelin",1,0,0,0,1,2022-03-09
"163","Ukraine","GAZ-66",6,4,3,3,16,2022-03-09
"164","Ukraine","HMMWV",0,1,0,0,1,2022-03-09
"165","Ukraine","Island-class patrol boat P190 Slovyansk",0,1,0,0,1,2022-03-09
"166","Ukraine","KamAZ",0,1,0,0,1,2022-03-09
"167","Ukraine","Kozak-2",2,1,1,1,5,2022-03-09
"168","Ukraine","KrAZ-5233",1,0,0,0,1,2022-03-09
"169","Ukraine","KrAZ-6322",6,1,0,0,7,2022-03-09
"170","Ukraine","Krivak III class frigate 'Hetman Sahaydachniy'",0,1,0,0,1,2022-03-09
"171","Ukraine","Leleka-100 reconnaissance UAV",2,0,0,0,2,2022-03-09
"172","Ukraine","MAZ",1,7,1,1,10,2022-03-09
"173","Ukraine","MAZ-537",1,1,0,0,2,2022-03-09
"174","Ukraine","MBT LAW 'NLAW'",4,0,0,0,4,2022-03-09
"175","Ukraine","MiG-29 fighter aircraft",0,1,0,0,1,2022-03-09
"176","Ukraine","MT-LB",0,2,1,0,3,2022-03-09
"177","Ukraine","MT-LB Ambulance",0,0,1,0,1,2022-03-09
"178","Ukraine","MT-LBu",1,0,1,1,3,2022-03-09
"179","Ukraine","Novator",1,0,0,1,2,2022-03-09
