"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"1","Russia","(Unknown) vehicle",1,7,0,0,8,2022-03-23
"2","Russia","100mm MT-12 anti-tank gun",1,0,0,0,1,2022-03-23
"3","Russia","120mm 2B11/2S12",4,0,0,0,4,2022-03-23
"4","Russia","120mm 2B11/2S12A",1,0,0,0,1,2022-03-23
"5","Russia","120mm 2B16 Nona-K howitzer",1,0,2,0,3,2022-03-23
"6","Russia","120mm 2S34 Khosta",1,0,0,0,1,2022-03-23
"7","Russia","120mm 2S9 Nona",4,2,1,0,7,2022-03-23
"8","Russia","122mm 2B17 Tornado-G",0,1,0,0,1,2022-03-23
"9","Russia","122mm 2S1 Gvozdika",3,2,1,0,6,2022-03-23
"10","Russia","122mm BM-21 'Grad'",10,8,5,2,25,2022-03-23
"11","Russia","122mm D-30 howitzer 2A18",5,1,3,0,9,2022-03-23
"12","Russia","152mm 2A65 Msta-B howitzer",2,4,1,2,9,2022-03-23
"13","Russia","152mm 2S19 Msta-S",7,5,9,0,21,2022-03-23
"14","Russia","152mm 2S3 Akatsiya",2,2,4,1,9,2022-03-23
"15","Russia","152mm 2S33 Msta-SM2",3,0,0,0,3,2022-03-23
"16","Russia","1RL257 Krasukha-4 command post",1,0,0,0,1,2022-03-23
"17","Russia","1V119 artillery fire direction vehicle",5,1,0,0,6,2022-03-23
"18","Russia","1V13 battery fire control center",2,1,3,0,6,2022-03-23
"19","Russia","1V14 battery command and forward observer vehicle",1,0,1,0,2,2022-03-23
"20","Russia","220mm BM-27 'Uragan'",2,3,0,0,5,2022-03-23
"21","Russia","220mm TOS-1A",1,0,1,0,2,2022-03-23
"22","Russia","23mm ZU-23",2,0,0,0,2,2022-03-23
"23","Russia","2K22M1 Tunguska",0,2,5,1,8,2022-03-23
"24","Russia","2S1 with ZU-23 AA gun",1,0,0,0,1,2022-03-23
"25","Russia","9A310M1 TELAR (for Buk-M1-2)",0,2,0,1,3,2022-03-23
"26","Russia","9A310M2 TELAR (for Buk-M2)",0,4,0,0,4,2022-03-23
"27","Russia","9A330 Tor TLAR (for 9K330 Tor-M)",2,0,2,1,5,2022-03-23
"28","Russia","9A331 TLAR (for 9K331 Tor-M1)",1,4,1,0,6,2022-03-23
"29","Russia","9A331M TLAR (for 9K332 Tor-M2)",1,1,0,0,2,2022-03-23
"30","Russia","9A39M1 TEL (for Buk-M1-2)",0,2,0,0,2,2022-03-23
"31","Russia","9A39M2 TEL (for Buk-M2)",0,2,0,0,2,2022-03-23
"32","Russia","9K33 Osa",2,2,2,1,7,2022-03-23
"33","Russia","9K333 Verba",1,0,0,0,1,2022-03-23
"34","Russia","9K35 Strela-10",3,0,3,0,6,2022-03-23
"35","Russia","9K38 Igla",4,0,0,0,4,2022-03-23
"36","Russia","9M111 Fagot",3,0,0,0,3,2022-03-23
"37","Russia","9M113 Konkurs",14,0,0,0,14,2022-03-23
"38","Russia","9M113M Konkurs-M",1,0,0,0,1,2022-03-23
"39","Russia","9M114 Kokon",0,0,2,0,2,2022-03-23
"40","Russia","9P149 Shturm-S ATGM carrier",2,3,2,0,7,2022-03-23
"41","Russia","9S18М1(-3) (for Buk-M3)",0,1,0,0,1,2022-03-23
"42","Russia","9S470M1 (or variant thereof) command post (for Buk-M1/2)",0,1,0,0,1,2022-03-23
"43","Russia","9T217 transloader (for 9K33 Osa)",1,1,0,0,2,2022-03-23
