"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"1","Russia","(Unknown) vehicle",1,6,0,0,7,2022-03-19
"2","Russia","100mm MT-12 anti-tank gun",1,0,0,0,1,2022-03-19
"3","Russia","120mm 2B11/2S12",4,0,0,0,4,2022-03-19
"4","Russia","120mm 2B11/2S12A",1,0,0,0,1,2022-03-19
"5","Russia","120mm 2B16 Nona-K howitzer",1,0,2,0,3,2022-03-19
"6","Russia","120mm 2S34 Khosta",1,0,0,0,1,2022-03-19
"7","Russia","120mm 2S9 Nona",3,1,1,0,5,2022-03-19
"8","Russia","122mm 2B17 Tornado-G",0,1,0,0,1,2022-03-19
"9","Russia","122mm 2S1 Gvozdika",2,2,1,0,5,2022-03-19
"10","Russia","122mm BM-21 'Grad'",9,8,5,1,23,2022-03-19
"11","Russia","122mm D-30 howitzer 2A18",3,1,3,0,7,2022-03-19
"12","Russia","152mm 2A65 Msta-B howitzer",1,3,1,2,7,2022-03-19
"13","Russia","152mm 2S19 Msta-S",5,5,10,0,20,2022-03-19
"14","Russia","152mm 2S3 Akatsiya",1,2,3,0,6,2022-03-19
"15","Russia","152mm 2S33 Msta-SM2",1,0,0,0,1,2022-03-19
"16","Russia","1V119 artillery fire direction vehicle",4,1,0,0,5,2022-03-19
"17","Russia","1V13 battery fire control center",1,0,1,0,2,2022-03-19
"18","Russia","220mm BM-27 'Uragan'",2,3,0,0,5,2022-03-19
"19","Russia","220mm TOS-1A",1,0,0,0,1,2022-03-19
"20","Russia","23mm ZU-23",2,0,0,0,2,2022-03-19
"21","Russia","2K22M1 Tunguska",0,2,5,1,8,2022-03-19
"22","Russia","2S1 with ZU-23 AA gun",1,0,0,0,1,2022-03-19
"23","Russia","9A310M1 TELAR (for Buk-M1-2)",0,2,0,1,3,2022-03-19
"24","Russia","9A310M2 TELAR (for Buk-M2)",0,4,0,0,4,2022-03-19
"25","Russia","9A330 Tor TLAR (for 9K330 Tor-M)",2,0,2,1,5,2022-03-19
