"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"1","Russia","(Unknown) vehicle",1,6,0,0,7,2022-03-20
"2","Russia","100mm MT-12 anti-tank gun",1,0,0,0,1,2022-03-20
"3","Russia","120mm 2B11/2S12",4,0,0,0,4,2022-03-20
"4","Russia","120mm 2B11/2S12A",1,0,0,0,1,2022-03-20
"5","Russia","120mm 2B16 Nona-K howitzer",1,0,2,0,3,2022-03-20
"6","Russia","120mm 2S34 Khosta",1,0,0,0,1,2022-03-20
"7","Russia","120mm 2S9 Nona",3,1,1,0,5,2022-03-20
"8","Russia","122mm 2B17 Tornado-G",0,1,0,0,1,2022-03-20
"9","Russia","122mm 2S1 Gvozdika",2,2,1,0,5,2022-03-20
"10","Russia","122mm BM-21 'Grad'",9,8,5,1,23,2022-03-20
"11","Russia","122mm D-30 howitzer 2A18",5,1,3,0,9,2022-03-20
"12","Russia","152mm 2A65 Msta-B howitzer",1,3,1,2,7,2022-03-20
"13","Russia","152mm 2S19 Msta-S",7,5,9,0,21,2022-03-20
"14","Russia","152mm 2S3 Akatsiya",1,2,3,0,6,2022-03-20
"15","Russia","152mm 2S33 Msta-SM2",2,0,0,0,2,2022-03-20
"16","Russia","1V119 artillery fire direction vehicle",4,1,0,0,5,2022-03-20
"17","Russia","1V13 battery fire control center",1,0,1,0,2,2022-03-20
"18","Russia","220mm BM-27 'Uragan'",2,3,0,0,5,2022-03-20
"19","Russia","220mm TOS-1A",1,0,0,0,1,2022-03-20
"20","Russia","23mm ZU-23",2,0,0,0,2,2022-03-20
"21","Russia","2K22M1 Tunguska",0,2,5,1,8,2022-03-20
"22","Russia","2S1 with ZU-23 AA gun",1,0,0,0,1,2022-03-20
"23","Russia","9A310M1 TELAR (for Buk-M1-2)",0,2,0,1,3,2022-03-20
"24","Russia","9A310M2 TELAR (for Buk-M2)",0,4,0,0,4,2022-03-20
"25","Russia","9A330 Tor TLAR (for 9K330 Tor-M)",2,0,2,1,5,2022-03-20
"26","Russia","9A331 TLAR (for 9K331 Tor-M1)",1,4,1,0,6,2022-03-20
"27","Russia","9A331M TLAR (for 9K332 Tor-M2)",1,1,0,0,2,2022-03-20
"28","Russia","9A39M1 TEL (for Buk-M1-2)",0,1,0,0,1,2022-03-20
"29","Russia","9A39M2 TEL (for Buk-M2)",0,2,0,0,2,2022-03-20
"30","Russia","9K33 Osa",2,2,2,1,7,2022-03-20
"31","Russia","9K333 Verba",1,0,0,0,1,2022-03-20
"32","Russia","9K35 Strela-10",3,0,3,0,6,2022-03-20
"33","Russia","9K38 Igla",4,0,0,0,4,2022-03-20
"34","Russia","9M111 Fagot",3,0,0,0,3,2022-03-20
"35","Russia","9M113 Konkurs",14,0,0,0,14,2022-03-20
"36","Russia","9M113M Konkurs-M",1,0,0,0,1,2022-03-20
"37","Russia","9M114 Kokon",0,0,2,0,2,2022-03-20
"38","Russia","9P149 Shturm-S ATGM carrier",2,3,2,0,7,2022-03-20
"39","Russia","9S18М1(-3) (for Buk-M3)",0,1,0,0,1,2022-03-20
"40","Russia","9T217 transloader (for 9K33 Osa)",1,1,0,0,2,2022-03-20
"41","Russia","9T452 transporter-loader (for BM-27 'Uragan' MRL)",0,1,0,0,1,2022-03-20
"42","Russia","9М131 Metis-M",1,0,0,0,1,2022-03-20
"43","Russia","9М131F Metis-M1",1,0,0,0,1,2022-03-20
"44","Russia","An-26 transport aircraft",0,1,0,0,1,2022-03-20
"45","Russia","Armoured SUV",1,0,0,1,2,2022-03-20
"46","Russia","Barnaul-T 9С932-1 automated system for air defence units",2,0,1,0,3,2022-03-20
"47","Russia","BAT-2 heavy engineering vehicle",0,1,0,0,1,2022-03-20
"48","Russia","BMD-1KSh-A command vehicle",0,1,0,0,1,2022-03-20
"49","Russia","BMD-2",28,18,7,2,55,2022-03-20
"50","Russia","BMD-4M",9,5,1,0,15,2022-03-20
"51","Russia","BMP-1(P)",10,10,0,1,21,2022-03-20
